,통계표코드,통계명,통계항목코드1,통계항목명1,통계항목코드2,통계항목명2,통계항목코드3,통계항목명3,통계항목코드4,통계항목명4,단위,시점,값
642,200Y001,2.1.1.1. 주요지표(연간지표),1010701,"1인당 국내총생산(명목, 달러표시)",,,,,,,달러 ,2021,35127.9
643,200Y001,2.1.1.1. 주요지표(연간지표),10106,"1인당 국민총소득(명목, 원화표시)",,,,,,,만원 ,2021,4065.4
644,200Y001,2.1.1.1. 주요지표(연간지표),6010102,정부,,,,,,,% ,2021,18.2
645,200Y001,2.1.1.1. 주요지표(연간지표),1010601,"1인당 국민총소득(명목, 달러표시)",,,,,,,달러 ,2021,35523.3
646,200Y001,2.1.1.1. 주요지표(연간지표),1010602,"1인당 가계총처분가능소득(명목, 원화표시)",,,,,,,만원 ,2021,2200.7
647,200Y001,2.1.1.1. 주요지표(연간지표),1010603,"1인당 가계총처분가능소득(명목, 달러표시)",,,,,,,달러 ,2021,19229.5
648,200Y001,2.1.1.1. 주요지표(연간지표),20101,국내총생산(실질성장률),,,,,,,% ,2021,4.3
649,200Y001,2.1.1.1. 주요지표(연간지표),2010101,농림어업,,,,,,,% ,2021,5.2
650,200Y001,2.1.1.1. 주요지표(연간지표),2010102,광공업,,,,,,,% ,2021,7.1
651,200Y001,2.1.1.1. 주요지표(연간지표),2010103,(제조업),,,,,,,% ,2021,7.1
652,200Y001,2.1.1.1. 주요지표(연간지표),2010104,"전기, 가스 및 수도사업",,,,,,,% ,2021,2.7
653,200Y001,2.1.1.1. 주요지표(연간지표),2010105,건설업,,,,,,,% ,2021,-1.9
654,200Y001,2.1.1.1. 주요지표(연간지표),2010106,서비스업,,,,,,,% ,2021,3.8
655,200Y001,2.1.1.1. 주요지표(연간지표),2010107,순생산물세,,,,,,,% ,2021,3.9
656,200Y001,2.1.1.1. 주요지표(연간지표),60102,총고정자본형성,,,,,,,% ,2021,31.6
657,200Y001,2.1.1.1. 주요지표(연간지표),60103,재화와서비스의수출,,,,,,,% ,2021,41.9
658,200Y001,2.1.1.1. 주요지표(연간지표),60104,(공제)재화와서비스의수입,,,,,,,% ,2021,38.3
659,200Y001,2.1.1.1. 주요지표(연간지표),701040101,피용자보수,,,,,,,% ,2021,46.7
660,200Y001,2.1.1.1. 주요지표(연간지표),701040102,기업 및 재산소득,,,,,,,% ,2021,22.5
661,200Y001,2.1.1.1. 주요지표(연간지표),701040103,고정자본소모,,,,,,,% ,2021,20.6
662,200Y001,2.1.1.1. 주요지표(연간지표),701040104,생산및수입세(공제)보조금,,,,,,,% ,2021,10.2
663,200Y001,2.1.1.1. 주요지표(연간지표),701040201,가계,,,,,,,% ,2021,60.3
664,200Y001,2.1.1.1. 주요지표(연간지표),701040202,기업,,,,,,,% ,2021,25.8
