,통계표코드,통계명,통계항목코드1,통계항목명1,통계항목코드2,통계항목명2,통계항목코드3,통계항목명3,통계항목코드4,통계항목명4,단위,시점,값
387,200Y001,2.1.1.1. 주요지표(연간지표),90102,총수입,,,,,,,% ,2019,37.9
388,200Y001,2.1.1.1. 주요지표(연간지표),9010201,(재화),,,,,,,% ,2019,28.6
389,200Y001,2.1.1.1. 주요지표(연간지표),9010202,(서비스),,,,,,,% ,2019,7.5
390,200Y001,2.1.1.1. 주요지표(연간지표),90103,GDP 디플레이터,,,,,,,2015=100,2019,103.877
391,200Y001,2.1.1.1. 주요지표(연간지표),9010301,(등락률),,,,,,,% ,2019,-0.8
392,200Y001,2.1.1.1. 주요지표(연간지표),10103,요소비용국민소득(명목),,,,,,,십억원 ,2019,1374935
393,200Y001,2.1.1.1. 주요지표(연간지표),10104,국민처분가능소득(명목),,,,,,,십억원 ,2019,1553455
394,200Y001,2.1.1.1. 주요지표(연간지표),101051,가계총처분가능소득(명목),,,,,,,십억원 ,2019,1058703.8
395,200Y001,2.1.1.1. 주요지표(연간지표),1010602,"1인당 가계총처분가능소득(명목, 원화표시)",,,,,,,만원 ,2019,2047.4
396,200Y001,2.1.1.1. 주요지표(연간지표),1010603,"1인당 가계총처분가능소득(명목, 달러표시)",,,,,,,달러 ,2019,17564.6
397,200Y001,2.1.1.1. 주요지표(연간지표),7010101,피용자보수,,,,,,,% ,2019,47.1
398,200Y001,2.1.1.1. 주요지표(연간지표),7010102,기업 및 재산소득,,,,,,,% ,2019,23.9
399,200Y001,2.1.1.1. 주요지표(연간지표),7010103,고정자본소모,,,,,,,% ,2019,19.7
400,200Y001,2.1.1.1. 주요지표(연간지표),7010104,생산및수입세(공제)보조금,,,,,,,% ,2019,9.5
401,200Y001,2.1.1.1. 주요지표(연간지표),7010105,국외순수취경상이전,,,,,,,% ,2019,-0.3
402,200Y001,2.1.1.1. 주요지표(연간지표),7010106,가계,,,,,,,% ,2019,54.7
403,200Y001,2.1.1.1. 주요지표(연간지표),7010107,기업,,,,,,,% ,2019,21.4
404,200Y001,2.1.1.1. 주요지표(연간지표),7010108,정부,,,,,,,% ,2019,23.9
405,200Y001,2.1.1.1. 주요지표(연간지표),70102,요소소득별,,,,,,,,2019,
406,200Y001,2.1.1.1. 주요지표(연간지표),7010200,피용자보수비율,,,,,,,% ,2019,66.4
407,200Y001,2.1.1.1. 주요지표(연간지표),70103,제도부문별,,,,,,,,2019,
408,200Y001,2.1.1.1. 주요지표(연간지표),70104,총본원소득(GNI)의분배,,,,,,,,2019,
409,200Y001,2.1.1.1. 주요지표(연간지표),7010401,요소소득별,,,,,,,,2019,
410,200Y001,2.1.1.1. 주요지표(연간지표),701040101,피용자보수,,,,,,,% ,2019,47
411,200Y001,2.1.1.1. 주요지표(연간지표),701040102,기업 및 재산소득,,,,,,,% ,2019,23.8
412,200Y001,2.1.1.1. 주요지표(연간지표),701040103,고정자본소모,,,,,,,% ,2019,19.7
413,200Y001,2.1.1.1. 주요지표(연간지표),701040104,생산및수입세(공제)보조금,,,,,,,% ,2019,9.5
414,200Y001,2.1.1.1. 주요지표(연간지표),7010402,제도부문별,,,,,,,,2019,
415,200Y001,2.1.1.1. 주요지표(연간지표),701040201,가계,,,,,,,% ,2019,61.5
416,200Y001,2.1.1.1. 주요지표(연간지표),701040202,기업,,,,,,,% ,2019,25.4
417,200Y001,2.1.1.1. 주요지표(연간지표),701040203,정부,,,,,,,% ,2019,13.2
418,200Y001,2.1.1.1. 주요지표(연간지표),70105,총조정처분가능소득의분배,,,,,,,,2019,
419,200Y001,2.1.1.1. 주요지표(연간지표),7010501,제도부문별,,,,,,,,2019,
420,200Y001,2.1.1.1. 주요지표(연간지표),701050101,가계,,,,,,,% ,2019,64.1
421,200Y001,2.1.1.1. 주요지표(연간지표),701050102,기업,,,,,,,% ,2019,21.4
422,200Y001,2.1.1.1. 주요지표(연간지표),701050103,정부,,,,,,,% ,2019,14.5
423,200Y001,2.1.1.1. 주요지표(연간지표),8010101,민간,,,,,,,% ,2019,27.7
424,200Y001,2.1.1.1. 주요지표(연간지표),8010102,(가계 및 비영리단체),,,,,,,% ,2019,7.4
425,200Y001,2.1.1.1. 주요지표(연간지표),8010103,(기업),,,,,,,% ,2019,20.4
426,200Y001,2.1.1.1. 주요지표(연간지표),8010104,정부,,,,,,,% ,2019,6.9
427,200Y001,2.1.1.1. 주요지표(연간지표),8010400,(가계순저축률),,,,,,,% ,2019,6.9
428,200Y001,2.1.1.1. 주요지표(연간지표),20101,국내총생산(실질성장률),,,,,,,% ,2019,2.2
429,200Y001,2.1.1.1. 주요지표(연간지표),2010101,농림어업,,,,,,,% ,2019,3.9
430,200Y001,2.1.1.1. 주요지표(연간지표),2010102,광공업,,,,,,,% ,2019,1.1
431,200Y001,2.1.1.1. 주요지표(연간지표),2010103,(제조업),,,,,,,% ,2019,1.1
432,200Y001,2.1.1.1. 주요지표(연간지표),2010104,"전기, 가스 및 수도사업",,,,,,,% ,2019,4.3
433,200Y001,2.1.1.1. 주요지표(연간지표),2010105,건설업,,,,,,,% ,2019,-2.6
434,200Y001,2.1.1.1. 주요지표(연간지표),2010106,서비스업,,,,,,,% ,2019,3.4
435,200Y001,2.1.1.1. 주요지표(연간지표),2010107,순생산물세,,,,,,,% ,2019,0.8
436,200Y001,2.1.1.1. 주요지표(연간지표),20102,국내총소득,,,,,,,% ,2019,-0.1
437,200Y001,2.1.1.1. 주요지표(연간지표),30101,최종소비지출(실질증감률),,,,,,,% ,2019,3.2
438,200Y001,2.1.1.1. 주요지표(연간지표),3010101,민간,,,,,,,% ,2019,2.1
439,200Y001,2.1.1.1. 주요지표(연간지표),3010102,정부,,,,,,,% ,2019,6.4
440,200Y001,2.1.1.1. 주요지표(연간지표),30102,총고정자본형성,,,,,,,% ,2019,-2.1
441,200Y001,2.1.1.1. 주요지표(연간지표),3010201,건설투자,,,,,,,% ,2019,-1.7
442,200Y001,2.1.1.1. 주요지표(연간지표),3010207,총고정자본형성(민간),,,,,,,% ,2019,-4.5
443,200Y001,2.1.1.1. 주요지표(연간지표),3010208,총고정자본형성(정부),,,,,,,% ,2019,11.4
444,200Y001,2.1.1.1. 주요지표(연간지표),30103,설비투자,,,,,,,% ,2019,-6.6
445,200Y001,2.1.1.1. 주요지표(연간지표),30104,지식재산생산물투자,,,,,,,% ,2019,3.1
446,200Y001,2.1.1.1. 주요지표(연간지표),30105,재화와서비스의수출,,,,,,,% ,2019,0.2
447,200Y001,2.1.1.1. 주요지표(연간지표),3010501,(재화),,,,,,,% ,2019,-1.1
448,200Y001,2.1.1.1. 주요지표(연간지표),30106,재화와서비스의수입,,,,,,,% ,2019,-1.9
449,200Y001,2.1.1.1. 주요지표(연간지표),3010601,(재화),,,,,,,% ,2019,-2.5
450,200Y001,2.1.1.1. 주요지표(연간지표),10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,2019,1924498.1
451,200Y001,2.1.1.1. 주요지표(연간지표),1010101,"국내총생산(명목, 달러표시)",,,,,,,억달러 ,2019,16510.1
452,200Y001,2.1.1.1. 주요지표(연간지표),10102,"국민총소득(명목, 원화표시)",,,,,,,십억원 ,2019,1941107.9
453,200Y001,2.1.1.1. 주요지표(연간지표),1010201,"국민총소득(명목, 달러표시)",,,,,,,억달러 ,2019,16652.6
454,200Y001,2.1.1.1. 주요지표(연간지표),10105,국민총처분가능소득(명목),,,,,,,십억원 ,2019,1935211.7
455,200Y001,2.1.1.1. 주요지표(연간지표),10106,"1인당 국민총소득(명목, 원화표시)",,,,,,,만원 ,2019,3753.9
456,200Y001,2.1.1.1. 주요지표(연간지표),1010601,"1인당 국민총소득(명목, 달러표시)",,,,,,,달러 ,2019,32204.4
457,200Y001,2.1.1.1. 주요지표(연간지표),10107,"1인당 국내총생산(명목, 원화표시)",,,,,,,만원 ,2019,3721.8
458,200Y001,2.1.1.1. 주요지표(연간지표),1010701,"1인당 국내총생산(명목, 달러표시)",,,,,,,달러 ,2019,31928.8
459,200Y001,2.1.1.1. 주요지표(연간지표),20103,국민총소득,,,,,,,% ,2019,0.4
460,200Y001,2.1.1.1. 주요지표(연간지표),3010202,(건물건설),,,,,,,% ,2019,-4.1
461,200Y001,2.1.1.1. 주요지표(연간지표),3010203,(토목건설),,,,,,,% ,2019,4.7
462,200Y001,2.1.1.1. 주요지표(연간지표),3010301,(기계류),,,,,,,% ,2019,-10.2
463,200Y001,2.1.1.1. 주요지표(연간지표),3010302,(운송장비),,,,,,,% ,2019,4.7
464,200Y001,2.1.1.1. 주요지표(연간지표),40101,농림어업(생산구조-명목),,,,,,,% ,2019,1.8
465,200Y001,2.1.1.1. 주요지표(연간지표),40102,광공업,,,,,,,% ,2019,27.7
466,200Y001,2.1.1.1. 주요지표(연간지표),4010201,(제조업),,,,,,,% ,2019,27.5
467,200Y001,2.1.1.1. 주요지표(연간지표),40103,"전기, 가스 및 수도사업",,,,,,,% ,2019,2.1
468,200Y001,2.1.1.1. 주요지표(연간지표),40104,건설업,,,,,,,% ,2019,5.9
469,200Y001,2.1.1.1. 주요지표(연간지표),40105,서비스업,,,,,,,% ,2019,62.5
470,200Y001,2.1.1.1. 주요지표(연간지표),60101,최종소비지출(지출구조-명목),,,,,,,% ,2019,65.7
471,200Y001,2.1.1.1. 주요지표(연간지표),6010101,민간,,,,,,,% ,2019,48.6
472,200Y001,2.1.1.1. 주요지표(연간지표),6010102,정부,,,,,,,% ,2019,17.1
473,200Y001,2.1.1.1. 주요지표(연간지표),60102,총고정자본형성,,,,,,,% ,2019,30.1
474,200Y001,2.1.1.1. 주요지표(연간지표),60103,재화와서비스의수출,,,,,,,% ,2019,39.3
475,200Y001,2.1.1.1. 주요지표(연간지표),60104,(공제)재화와서비스의수입,,,,,,,% ,2019,36.5
476,200Y001,2.1.1.1. 주요지표(연간지표),80101,총저축률,,,,,,,% ,2019,34.7
477,200Y001,2.1.1.1. 주요지표(연간지표),8010200,국내총투자율,,,,,,,% ,2019,31.3
478,200Y001,2.1.1.1. 주요지표(연간지표),8010201,(국내총고정투자율),,,,,,,% ,2019,29.9
479,200Y001,2.1.1.1. 주요지표(연간지표),901,수출입의 대 GNI 비율(명목),,,,,,,% ,2019,79.4
480,200Y001,2.1.1.1. 주요지표(연간지표),3010302,(운송장비),,,,,,,% ,2020,2.6
481,200Y001,2.1.1.1. 주요지표(연간지표),30104,지식재산생산물투자,,,,,,,% ,2020,3.4
482,200Y001,2.1.1.1. 주요지표(연간지표),3010501,(재화),,,,,,,% ,2020,-0.2
483,200Y001,2.1.1.1. 주요지표(연간지표),30106,재화와서비스의수입,,,,,,,% ,2020,-3.1
484,200Y001,2.1.1.1. 주요지표(연간지표),3010601,(재화),,,,,,,% ,2020,0.3
485,200Y001,2.1.1.1. 주요지표(연간지표),40101,농림어업(생산구조-명목),,,,,,,% ,2020,1.9
486,200Y001,2.1.1.1. 주요지표(연간지표),40102,광공업,,,,,,,% ,2020,27.2
487,200Y001,2.1.1.1. 주요지표(연간지표),4010201,(제조업),,,,,,,% ,2020,27.1
488,200Y001,2.1.1.1. 주요지표(연간지표),40103,"전기, 가스 및 수도사업",,,,,,,% ,2020,2.4
489,200Y001,2.1.1.1. 주요지표(연간지표),40104,건설업,,,,,,,% ,2020,6
490,200Y001,2.1.1.1. 주요지표(연간지표),40105,서비스업,,,,,,,% ,2020,62.4
491,200Y001,2.1.1.1. 주요지표(연간지표),60101,최종소비지출(지출구조-명목),,,,,,,% ,2020,64.4
492,200Y001,2.1.1.1. 주요지표(연간지표),6010101,민간,,,,,,,% ,2020,46.4
493,200Y001,2.1.1.1. 주요지표(연간지표),6010102,정부,,,,,,,% ,2020,18
494,200Y001,2.1.1.1. 주요지표(연간지표),60102,총고정자본형성,,,,,,,% ,2020,31.3
495,200Y001,2.1.1.1. 주요지표(연간지표),60103,재화와서비스의수출,,,,,,,% ,2020,36.4
496,200Y001,2.1.1.1. 주요지표(연간지표),60104,(공제)재화와서비스의수입,,,,,,,% ,2020,32.7
497,200Y001,2.1.1.1. 주요지표(연간지표),701040101,피용자보수,,,,,,,% ,2020,47.8
498,200Y001,2.1.1.1. 주요지표(연간지표),701040102,기업 및 재산소득,,,,,,,% ,2020,22
499,200Y001,2.1.1.1. 주요지표(연간지표),701040103,고정자본소모,,,,,,,% ,2020,20.4
500,200Y001,2.1.1.1. 주요지표(연간지표),701040104,생산및수입세(공제)보조금,,,,,,,% ,2020,9.8
501,200Y001,2.1.1.1. 주요지표(연간지표),701040201,가계,,,,,,,% ,2020,61.5
502,200Y001,2.1.1.1. 주요지표(연간지표),701040202,기업,,,,,,,% ,2020,25
503,200Y001,2.1.1.1. 주요지표(연간지표),701040203,정부,,,,,,,% ,2020,13.5
504,200Y001,2.1.1.1. 주요지표(연간지표),10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,2020,1940726.2
505,200Y001,2.1.1.1. 주요지표(연간지표),1010101,"국내총생산(명목, 달러표시)",,,,,,,억달러 ,2020,16446.1
506,200Y001,2.1.1.1. 주요지표(연간지표),10102,"국민총소득(명목, 원화표시)",,,,,,,십억원 ,2020,1957669.9
507,200Y001,2.1.1.1. 주요지표(연간지표),1010201,"국민총소득(명목, 달러표시)",,,,,,,억달러 ,2020,16589.7
508,200Y001,2.1.1.1. 주요지표(연간지표),10103,요소비용국민소득(명목),,,,,,,십억원 ,2020,1365736.5
509,200Y001,2.1.1.1. 주요지표(연간지표),10104,국민처분가능소득(명목),,,,,,,십억원 ,2020,1554750.8
510,200Y001,2.1.1.1. 주요지표(연간지표),10105,국민총처분가능소득(명목),,,,,,,십억원 ,2020,1954513.2
511,200Y001,2.1.1.1. 주요지표(연간지표),101051,가계총처분가능소득(명목),,,,,,,십억원 ,2020,1098173
512,200Y001,2.1.1.1. 주요지표(연간지표),10107,"1인당 국내총생산(명목, 원화표시)",,,,,,,만원 ,2020,3744
513,200Y001,2.1.1.1. 주요지표(연간지표),1010701,"1인당 국내총생산(명목, 달러표시)",,,,,,,달러 ,2020,31727.1
514,200Y001,2.1.1.1. 주요지표(연간지표),10106,"1인당 국민총소득(명목, 원화표시)",,,,,,,만원 ,2020,3776.6
515,200Y001,2.1.1.1. 주요지표(연간지표),7010101,피용자보수,,,,,,,% ,2020,47.8
516,200Y001,2.1.1.1. 주요지표(연간지표),7010102,기업 및 재산소득,,,,,,,% ,2020,22
517,200Y001,2.1.1.1. 주요지표(연간지표),7010103,고정자본소모,,,,,,,% ,2020,20.5
518,200Y001,2.1.1.1. 주요지표(연간지표),7010104,생산및수입세(공제)보조금,,,,,,,% ,2020,9.8
519,200Y001,2.1.1.1. 주요지표(연간지표),7010105,국외순수취경상이전,,,,,,,% ,2020,-0.2
520,200Y001,2.1.1.1. 주요지표(연간지표),7010106,가계,,,,,,,% ,2020,56.2
521,200Y001,2.1.1.1. 주요지표(연간지표),7010107,기업,,,,,,,% ,2020,22.4
522,200Y001,2.1.1.1. 주요지표(연간지표),7010108,정부,,,,,,,% ,2020,21.4
523,200Y001,2.1.1.1. 주요지표(연간지표),701050101,가계,,,,,,,% ,2020,66.1
524,200Y001,2.1.1.1. 주요지표(연간지표),701050102,기업,,,,,,,% ,2020,22.4
525,200Y001,2.1.1.1. 주요지표(연간지표),701050103,정부,,,,,,,% ,2020,11.5
526,200Y001,2.1.1.1. 주요지표(연간지표),7010200,피용자보수비율,,,,,,,% ,2020,68.4
527,200Y001,2.1.1.1. 주요지표(연간지표),80101,총저축률,,,,,,,% ,2020,36
528,200Y001,2.1.1.1. 주요지표(연간지표),8010101,민간,,,,,,,% ,2020,32.5
529,200Y001,2.1.1.1. 주요지표(연간지표),8010102,(가계 및 비영리단체),,,,,,,% ,2020,11.1
530,200Y001,2.1.1.1. 주요지표(연간지표),8010103,(기업),,,,,,,% ,2020,21.4
531,200Y001,2.1.1.1. 주요지표(연간지표),8010104,정부,,,,,,,% ,2020,3.5
532,200Y001,2.1.1.1. 주요지표(연간지표),8010200,국내총투자율,,,,,,,% ,2020,31.7
533,200Y001,2.1.1.1. 주요지표(연간지표),8010201,(국내총고정투자율),,,,,,,% ,2020,31.1
534,200Y001,2.1.1.1. 주요지표(연간지표),8010400,(가계순저축률),,,,,,,% ,2020,12.4
535,200Y001,2.1.1.1. 주요지표(연간지표),901,수출입의 대 GNI 비율(명목),,,,,,,% ,2020,72.3
536,200Y001,2.1.1.1. 주요지표(연간지표),90101,총수출,,,,,,,% ,2020,38.4
537,200Y001,2.1.1.1. 주요지표(연간지표),9010101,(재화),,,,,,,% ,2020,31.3
538,200Y001,2.1.1.1. 주요지표(연간지표),9010102,(서비스),,,,,,,% ,2020,4.8
539,200Y001,2.1.1.1. 주요지표(연간지표),90102,총수입,,,,,,,% ,2020,33.9
540,200Y001,2.1.1.1. 주요지표(연간지표),9010201,(재화),,,,,,,% ,2020,26.3
541,200Y001,2.1.1.1. 주요지표(연간지표),9010202,(서비스),,,,,,,% ,2020,6.1
542,200Y001,2.1.1.1. 주요지표(연간지표),90103,GDP 디플레이터,,,,,,,2015=100,2020,105.502
543,200Y001,2.1.1.1. 주요지표(연간지표),9010301,(등락률),,,,,,,% ,2020,1.6
544,200Y001,2.1.1.1. 주요지표(연간지표),30105,재화와서비스의수출,,,,,,,% ,2020,-1.7
545,200Y001,2.1.1.1. 주요지표(연간지표),70102,요소소득별,,,,,,,,2020,
546,200Y001,2.1.1.1. 주요지표(연간지표),70103,제도부문별,,,,,,,,2020,
547,200Y001,2.1.1.1. 주요지표(연간지표),70104,총본원소득(GNI)의분배,,,,,,,,2020,
548,200Y001,2.1.1.1. 주요지표(연간지표),7010401,요소소득별,,,,,,,,2020,
549,200Y001,2.1.1.1. 주요지표(연간지표),7010402,제도부문별,,,,,,,,2020,
550,200Y001,2.1.1.1. 주요지표(연간지표),70105,총조정처분가능소득의분배,,,,,,,,2020,
551,200Y001,2.1.1.1. 주요지표(연간지표),7010501,제도부문별,,,,,,,,2020,
552,200Y001,2.1.1.1. 주요지표(연간지표),1010601,"1인당 국민총소득(명목, 달러표시)",,,,,,,달러 ,2020,32004.1
553,200Y001,2.1.1.1. 주요지표(연간지표),1010602,"1인당 가계총처분가능소득(명목, 원화표시)",,,,,,,만원 ,2020,2118.5
554,200Y001,2.1.1.1. 주요지표(연간지표),1010603,"1인당 가계총처분가능소득(명목, 달러표시)",,,,,,,달러 ,2020,17953
555,200Y001,2.1.1.1. 주요지표(연간지표),20101,국내총생산(실질성장률),,,,,,,% ,2020,-0.7
556,200Y001,2.1.1.1. 주요지표(연간지표),2010101,농림어업,,,,,,,% ,2020,-5.8
557,200Y001,2.1.1.1. 주요지표(연간지표),2010102,광공업,,,,,,,% ,2020,-1.1
558,200Y001,2.1.1.1. 주요지표(연간지표),2010103,(제조업),,,,,,,% ,2020,-1.1
559,200Y001,2.1.1.1. 주요지표(연간지표),2010104,"전기, 가스 및 수도사업",,,,,,,% ,2020,4.1
560,200Y001,2.1.1.1. 주요지표(연간지표),2010105,건설업,,,,,,,% ,2020,-1.3
561,200Y001,2.1.1.1. 주요지표(연간지표),2010106,서비스업,,,,,,,% ,2020,-0.8
562,200Y001,2.1.1.1. 주요지표(연간지표),2010107,순생산물세,,,,,,,% ,2020,1.4
563,200Y001,2.1.1.1. 주요지표(연간지표),20102,국내총소득,,,,,,,% ,2020,0
564,200Y001,2.1.1.1. 주요지표(연간지표),20103,국민총소득,,,,,,,% ,2020,0.1
565,200Y001,2.1.1.1. 주요지표(연간지표),30101,최종소비지출(실질증감률),,,,,,,% ,2020,-2.2
566,200Y001,2.1.1.1. 주요지표(연간지표),3010101,민간,,,,,,,% ,2020,-4.8
567,200Y001,2.1.1.1. 주요지표(연간지표),3010102,정부,,,,,,,% ,2020,5.1
568,200Y001,2.1.1.1. 주요지표(연간지표),30102,총고정자본형성,,,,,,,% ,2020,3.5
569,200Y001,2.1.1.1. 주요지표(연간지표),3010207,총고정자본형성(민간),,,,,,,% ,2020,3.6
570,200Y001,2.1.1.1. 주요지표(연간지표),3010208,총고정자본형성(정부),,,,,,,% ,2020,3.4
571,200Y001,2.1.1.1. 주요지표(연간지표),3010201,건설투자,,,,,,,% ,2020,1.5
572,200Y001,2.1.1.1. 주요지표(연간지표),3010202,(건물건설),,,,,,,% ,2020,0.2
573,200Y001,2.1.1.1. 주요지표(연간지표),3010203,(토목건설),,,,,,,% ,2020,4.8
574,200Y001,2.1.1.1. 주요지표(연간지표),30103,설비투자,,,,,,,% ,2020,7.2
575,200Y001,2.1.1.1. 주요지표(연간지표),3010301,(기계류),,,,,,,% ,2020,9
576,200Y001,2.1.1.1. 주요지표(연간지표),701040203,정부,,,,,,,% ,2021,13.8
577,200Y001,2.1.1.1. 주요지표(연간지표),7010101,피용자보수,,,,,,,% ,2021,46.8
578,200Y001,2.1.1.1. 주요지표(연간지표),7010102,기업 및 재산소득,,,,,,,% ,2021,22.6
579,200Y001,2.1.1.1. 주요지표(연간지표),7010103,고정자본소모,,,,,,,% ,2021,20.7
580,200Y001,2.1.1.1. 주요지표(연간지표),7010104,생산및수입세(공제)보조금,,,,,,,% ,2021,10.2
581,200Y001,2.1.1.1. 주요지표(연간지표),7010105,국외순수취경상이전,,,,,,,% ,2021,-0.2
582,200Y001,2.1.1.1. 주요지표(연간지표),7010106,가계,,,,,,,% ,2021,54.2
583,200Y001,2.1.1.1. 주요지표(연간지표),7010107,기업,,,,,,,% ,2021,22.6
584,200Y001,2.1.1.1. 주요지표(연간지표),7010108,정부,,,,,,,% ,2021,23.1
585,200Y001,2.1.1.1. 주요지표(연간지표),701050101,가계,,,,,,,% ,2021,64.2
586,200Y001,2.1.1.1. 주요지표(연간지표),20102,국내총소득,,,,,,,% ,2021,3.2
587,200Y001,2.1.1.1. 주요지표(연간지표),20103,국민총소득,,,,,,,% ,2021,3.5
588,200Y001,2.1.1.1. 주요지표(연간지표),30101,최종소비지출(실질증감률),,,,,,,% ,2021,4.1
589,200Y001,2.1.1.1. 주요지표(연간지표),3010101,민간,,,,,,,% ,2021,3.6
590,200Y001,2.1.1.1. 주요지표(연간지표),3010102,정부,,,,,,,% ,2021,5.5
591,200Y001,2.1.1.1. 주요지표(연간지표),30102,총고정자본형성,,,,,,,% ,2021,3.2
592,200Y001,2.1.1.1. 주요지표(연간지표),3010207,총고정자본형성(민간),,,,,,,% ,2021,4.9
593,200Y001,2.1.1.1. 주요지표(연간지표),3010208,총고정자본형성(정부),,,,,,,% ,2021,-4.9
594,200Y001,2.1.1.1. 주요지표(연간지표),3010201,건설투자,,,,,,,% ,2021,-1.6
595,200Y001,2.1.1.1. 주요지표(연간지표),3010202,(건물건설),,,,,,,% ,2021,1.1
596,200Y001,2.1.1.1. 주요지표(연간지표),3010203,(토목건설),,,,,,,% ,2021,-8
597,200Y001,2.1.1.1. 주요지표(연간지표),30103,설비투자,,,,,,,% ,2021,9.3
598,200Y001,2.1.1.1. 주요지표(연간지표),3010301,(기계류),,,,,,,% ,2021,13.2
599,200Y001,2.1.1.1. 주요지표(연간지표),3010302,(운송장비),,,,,,,% ,2021,-1.7
600,200Y001,2.1.1.1. 주요지표(연간지표),30104,지식재산생산물투자,,,,,,,% ,2021,6.1
601,200Y001,2.1.1.1. 주요지표(연간지표),30105,재화와서비스의수출,,,,,,,% ,2021,11.1
602,200Y001,2.1.1.1. 주요지표(연간지표),3010501,(재화),,,,,,,% ,2021,10.7
603,200Y001,2.1.1.1. 주요지표(연간지표),30106,재화와서비스의수입,,,,,,,% ,2021,10.1
604,200Y001,2.1.1.1. 주요지표(연간지표),3010601,(재화),,,,,,,% ,2021,12.6
605,200Y001,2.1.1.1. 주요지표(연간지표),40101,농림어업(생산구조-명목),,,,,,,% ,2021,2
606,200Y001,2.1.1.1. 주요지표(연간지표),40102,광공업,,,,,,,% ,2021,28.1
607,200Y001,2.1.1.1. 주요지표(연간지표),4010201,(제조업),,,,,,,% ,2021,28
608,200Y001,2.1.1.1. 주요지표(연간지표),40103,"전기, 가스 및 수도사업",,,,,,,% ,2021,1.9
609,200Y001,2.1.1.1. 주요지표(연간지표),40104,건설업,,,,,,,% ,2021,5.6
610,200Y001,2.1.1.1. 주요지표(연간지표),40105,서비스업,,,,,,,% ,2021,62.4
611,200Y001,2.1.1.1. 주요지표(연간지표),60101,최종소비지출(지출구조-명목),,,,,,,% ,2021,64.1
612,200Y001,2.1.1.1. 주요지표(연간지표),6010101,민간,,,,,,,% ,2021,46
613,200Y001,2.1.1.1. 주요지표(연간지표),901,수출입의 대 GNI 비율(명목),,,,,,,% ,2021,84.3
614,200Y001,2.1.1.1. 주요지표(연간지표),90101,총수출,,,,,,,% ,2021,44.5
615,200Y001,2.1.1.1. 주요지표(연간지표),9010101,(재화),,,,,,,% ,2021,35.3
616,200Y001,2.1.1.1. 주요지표(연간지표),9010102,(서비스),,,,,,,% ,2021,6.1
617,200Y001,2.1.1.1. 주요지표(연간지표),90102,총수입,,,,,,,% ,2021,39.8
618,200Y001,2.1.1.1. 주요지표(연간지표),9010201,(재화),,,,,,,% ,2021,31.3
619,200Y001,2.1.1.1. 주요지표(연간지표),9010202,(서비스),,,,,,,% ,2021,6.6
620,200Y001,2.1.1.1. 주요지표(연간지표),90103,GDP 디플레이터,,,,,,,2015=100,2021,108.417
621,200Y001,2.1.1.1. 주요지표(연간지표),9010301,(등락률),,,,,,,% ,2021,2.8
622,200Y001,2.1.1.1. 주요지표(연간지표),701050102,기업,,,,,,,% ,2021,22.6
623,200Y001,2.1.1.1. 주요지표(연간지표),701050103,정부,,,,,,,% ,2021,13.1
624,200Y001,2.1.1.1. 주요지표(연간지표),7010200,피용자보수비율,,,,,,,% ,2021,67.5
625,200Y001,2.1.1.1. 주요지표(연간지표),80101,총저축률,,,,,,,% ,2021,36.5
626,200Y001,2.1.1.1. 주요지표(연간지표),8010101,민간,,,,,,,% ,2021,31.3
627,200Y001,2.1.1.1. 주요지표(연간지표),8010102,(가계 및 비영리단체),,,,,,,% ,2021,9.7
628,200Y001,2.1.1.1. 주요지표(연간지표),8010103,(기업),,,,,,,% ,2021,21.6
629,200Y001,2.1.1.1. 주요지표(연간지표),8010104,정부,,,,,,,% ,2021,5.1
630,200Y001,2.1.1.1. 주요지표(연간지표),8010200,국내총투자율,,,,,,,% ,2021,32
631,200Y001,2.1.1.1. 주요지표(연간지표),8010201,(국내총고정투자율),,,,,,,% ,2021,31.4
632,200Y001,2.1.1.1. 주요지표(연간지표),8010400,(가계순저축률),,,,,,,% ,2021,10.6
633,200Y001,2.1.1.1. 주요지표(연간지표),10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,2021,2080198.5
634,200Y001,2.1.1.1. 주요지표(연간지표),1010101,"국내총생산(명목, 달러표시)",,,,,,,억달러 ,2021,18176.9
635,200Y001,2.1.1.1. 주요지표(연간지표),10102,"국민총소득(명목, 원화표시)",,,,,,,십억원 ,2021,2103612
636,200Y001,2.1.1.1. 주요지표(연간지표),1010201,"국민총소득(명목, 달러표시)",,,,,,,억달러 ,2021,18381.5
637,200Y001,2.1.1.1. 주요지표(연간지표),10103,요소비용국민소득(명목),,,,,,,십억원 ,2021,1455425.6
638,200Y001,2.1.1.1. 주요지표(연간지표),10104,국민처분가능소득(명목),,,,,,,십억원 ,2021,1665544.8
639,200Y001,2.1.1.1. 주요지표(연간지표),10105,국민총처분가능소득(명목),,,,,,,십억원 ,2021,2099125.2
640,200Y001,2.1.1.1. 주요지표(연간지표),101051,가계총처분가능소득(명목),,,,,,,십억원 ,2021,1138732.9
641,200Y001,2.1.1.1. 주요지표(연간지표),10107,"1인당 국내총생산(명목, 원화표시)",,,,,,,만원 ,2021,4020.1
