,호선,역명
0,1호선,서울역
1,1호선,서울역
2,1호선,시청역
3,1호선,시청역
4,1호선,종각역
5,1호선,종각역
6,1호선,종로3가역
7,1호선,종로3가역
8,1호선,종로5가역
9,1호선,종로5가역
10,1호선,동대문역
11,1호선,동대문역
12,1호선,신설동역
13,1호선,신설동역
14,1호선,제기동역
15,1호선,제기동역
16,1호선,청량리(서울시립대입구)역
17,1호선,청량리(서울시립대입구)역
18,1호선,동묘앞역
19,1호선,동묘앞역
20,2호선,시청역
21,2호선,시청역
22,2호선,을지로입구역
23,2호선,을지로입구역
24,2호선,을지로3가역
25,2호선,을지로3가역
26,2호선,을지로4가역
27,2호선,을지로4가역
28,2호선,동대문역사문화공원(DDP)역
29,2호선,동대문역사문화공원(DDP)역
30,2호선,신당역
31,2호선,신당역
32,2호선,상왕십리역
33,2호선,상왕십리역
34,2호선,왕십리(성동구청)역
35,2호선,왕십리(성동구청)역
36,2호선,한양대역
37,2호선,한양대역
38,2호선,뚝섬역
39,2호선,뚝섬역
40,2호선,성수역
41,2호선,성수역
42,2호선,건대입구역
43,2호선,건대입구역
44,2호선,구의(광진구청)역
45,2호선,구의(광진구청)역
46,2호선,강변(동서울터미널)역
47,2호선,강변(동서울터미널)역
48,2호선,잠실나루역
49,2호선,잠실나루역
50,2호선,잠실(송파구청)역
51,2호선,잠실(송파구청)역
52,2호선,잠실새내역
53,2호선,잠실새내역
54,2호선,종합운동장역
55,2호선,종합운동장역
56,2호선,삼성(무역센터)역
57,2호선,삼성(무역센터)역
58,2호선,선릉역
59,2호선,선릉역
60,2호선,역삼역
61,2호선,역삼역
62,2호선,강남역
63,2호선,강남역
64,2호선,교대(법원.검찰청)역
65,2호선,교대(법원.검찰청)역
66,2호선,서초역
67,2호선,서초역
68,2호선,방배역
69,2호선,방배역
70,2호선,사당역
71,2호선,사당역
72,2호선,낙성대(강감찬)역
73,2호선,낙성대(강감찬)역
74,2호선,서울대입구(관악구청)역
75,2호선,서울대입구(관악구청)역
76,2호선,봉천역
77,2호선,봉천역
78,2호선,신림역
79,2호선,신림역
80,2호선,신대방역
81,2호선,신대방역
82,2호선,구로디지털단지역
83,2호선,구로디지털단지역
84,2호선,대림(구로구청)역
85,2호선,대림(구로구청)역
86,2호선,신도림역
87,2호선,신도림역
88,2호선,문래역
89,2호선,문래역
90,2호선,영등포구청역
91,2호선,영등포구청역
92,2호선,당산역
93,2호선,당산역
94,2호선,합정역
95,2호선,합정역
96,2호선,홍대입구역
97,2호선,홍대입구역
98,2호선,신촌역
99,2호선,신촌역
100,2호선,이대역
101,2호선,이대역
102,2호선,아현역
103,2호선,아현역
104,2호선,충정로(경기대입구)역
105,2호선,충정로(경기대입구)역
106,2호선,용답역
107,2호선,용답역
108,2호선,신답역
109,2호선,신답역
110,2호선,신설동역
111,2호선,신설동역
112,2호선,도림천역
113,2호선,도림천역
114,2호선,양천구청역
115,2호선,양천구청역
116,2호선,신정네거리역
117,2호선,신정네거리역
118,2호선,용두(동대문구청)역
119,2호선,용두(동대문구청)역
120,3호선,지축역
121,3호선,지축역
122,3호선,구파발역
123,3호선,구파발역
124,3호선,연신내역
125,3호선,연신내역
126,3호선,불광역
127,3호선,불광역
128,3호선,녹번역
129,3호선,녹번역
130,3호선,홍제역
131,3호선,홍제역
132,3호선,무악재역
133,3호선,무악재역
134,3호선,독립문역
135,3호선,독립문역
136,3호선,경복궁(정부서울청사)역
137,3호선,경복궁(정부서울청사)역
138,3호선,안국역
139,3호선,안국역
140,3호선,종로3가역
141,3호선,종로3가역
142,3호선,을지로3가역
143,3호선,을지로3가역
144,3호선,동대입구역
145,3호선,동대입구역
146,3호선,약수역
147,3호선,약수역
148,3호선,금호역
149,3호선,금호역
150,3호선,옥수역
151,3호선,옥수역
152,3호선,압구정역
153,3호선,압구정역
154,3호선,신사역
155,3호선,신사역
156,3호선,잠원역
157,3호선,잠원역
158,3호선,고속터미널역
159,3호선,고속터미널역
160,3호선,교대(법원.검찰청)역
161,3호선,교대(법원.검찰청)역
162,3호선,남부터미널(예술의전당)역
163,3호선,남부터미널(예술의전당)역
164,3호선,양재(서초구청)역
165,3호선,양재(서초구청)역
166,3호선,매봉역
167,3호선,매봉역
168,3호선,도곡역
169,3호선,도곡역
170,3호선,대치역
171,3호선,대치역
172,3호선,학여울역
173,3호선,학여울역
174,3호선,대청역
175,3호선,대청역
176,3호선,일원역
177,3호선,일원역
178,3호선,수서역
179,3호선,수서역
180,3호선,가락시장역
181,3호선,가락시장역
182,3호선,경찰병원역
183,3호선,경찰병원역
184,3호선,오금역
185,3호선,오금역
186,4호선,당고개역
187,4호선,당고개역
188,4호선,상계역
189,4호선,상계역
190,4호선,노원역
191,4호선,노원역
192,4호선,창동역
193,4호선,창동역
194,4호선,쌍문역
195,4호선,쌍문역
196,4호선,수유(강북구청)역
197,4호선,수유(강북구청)역
198,4호선,미아(서울사이버대학)역
199,4호선,미아(서울사이버대학)역
200,4호선,미아사거리역
201,4호선,미아사거리역
202,4호선,길음역
203,4호선,길음역
204,4호선,성신여대입구(돈암)역
205,4호선,성신여대입구(돈암)역
206,4호선,한성대입구(삼선교)역
207,4호선,한성대입구(삼선교)역
208,4호선,혜화역
209,4호선,혜화역
210,4호선,동대문역
211,4호선,동대문역
212,4호선,동대문역사문화공원(DDP)역
213,4호선,동대문역사문화공원(DDP)역
214,4호선,충무로역
215,4호선,충무로역
216,4호선,명동역
217,4호선,명동역
218,4호선,회현(남대문시장)역
219,4호선,회현(남대문시장)역
220,4호선,서울역
221,4호선,서울역
222,4호선,숙대입구(갈월)역
223,4호선,숙대입구(갈월)역
224,4호선,삼각지역
225,4호선,삼각지역
226,4호선,신용산역
227,4호선,신용산역
228,4호선,이촌(국립중앙박물관)역
229,4호선,이촌(국립중앙박물관)역
230,4호선,동작(현충원)역
231,4호선,동작(현충원)역
232,4호선,총신대입구(이수)역
233,4호선,총신대입구(이수)역
234,4호선,사당역
235,4호선,사당역
236,4호선,남태령역
237,4호선,남태령역
238,5호선,방화역
239,5호선,방화역
240,5호선,개화산역
241,5호선,개화산역
242,5호선,김포공항역
243,5호선,김포공항역
244,5호선,송정역
245,5호선,송정역
246,5호선,마곡역
247,5호선,마곡역
248,5호선,발산역
249,5호선,발산역
250,5호선,우장산역
251,5호선,우장산역
252,5호선,화곡역
253,5호선,화곡역
254,5호선,까치산역
255,5호선,까치산역
256,5호선,신정(은행정)역
257,5호선,신정(은행정)역
258,5호선,목동역
259,5호선,목동역
260,5호선,오목교(목동운동장앞)역
261,5호선,오목교(목동운동장앞)역
262,5호선,양평역
263,5호선,양평역
264,5호선,영등포구청역
265,5호선,영등포구청역
266,5호선,영등포시장역
267,5호선,영등포시장역
268,5호선,신길역
269,5호선,신길역
270,5호선,여의도역
271,5호선,여의도역
272,5호선,여의나루역
273,5호선,여의나루역
274,5호선,마포역
275,5호선,마포역
276,5호선,공덕역
277,5호선,공덕역
278,5호선,애오개역
279,5호선,애오개역
280,5호선,충정로(경기대입구)역
281,5호선,충정로(경기대입구)역
282,5호선,서대문역
283,5호선,서대문역
284,5호선,광화문(세종문화회관)역
285,5호선,광화문(세종문화회관)역
286,5호선,종로3가역
287,5호선,종로3가역
288,5호선,을지로4가역
289,5호선,을지로4가역
290,5호선,동대문역사문화공원(DDP)역
291,5호선,동대문역사문화공원(DDP)역
292,5호선,청구역
293,5호선,청구역
294,5호선,신금호역
295,5호선,신금호역
296,5호선,행당역
297,5호선,행당역
298,5호선,왕십리(성동구청)역
299,5호선,왕십리(성동구청)역
300,5호선,마장역
301,5호선,마장역
302,5호선,답십리역
303,5호선,답십리역
304,5호선,장한평역
305,5호선,장한평역
306,5호선,군자(능동)역
307,5호선,군자(능동)역
308,5호선,아차산(어린이대공원후문)역
309,5호선,아차산(어린이대공원후문)역
310,5호선,광나루(장신대)역
311,5호선,광나루(장신대)역
312,5호선,천호(풍납토성)역
313,5호선,천호(풍납토성)역
314,5호선,강동역
315,5호선,강동역
316,5호선,길동역
317,5호선,길동역
318,5호선,굽은다리(강동구민회관앞)역
319,5호선,굽은다리(강동구민회관앞)역
320,5호선,명일역
321,5호선,명일역
322,5호선,고덕역
323,5호선,고덕역
324,5호선,상일동역
325,5호선,상일동역
326,5호선,둔촌동역
327,5호선,둔촌동역
328,5호선,올림픽공원(한국체대)역
329,5호선,올림픽공원(한국체대)역
330,5호선,방이역
331,5호선,방이역
332,5호선,오금역
333,5호선,오금역
334,5호선,개롱역
335,5호선,개롱역
336,5호선,거여역
337,5호선,거여역
338,5호선,마천역
339,5호선,마천역
340,5호선,강일역
341,5호선,강일역
342,5호선,미사역
343,5호선,미사역
344,5호선,하남풍산역
345,5호선,하남풍산역
346,5호선,하남시청(덕풍·신장)역
347,5호선,하남시청(덕풍·신장)역
348,5호선,하남검단산역
349,5호선,하남검단산역
350,6호선,응암역
351,6호선,응암역
352,6호선,역촌역
353,6호선,역촌역
354,6호선,불광역
355,6호선,불광역
356,6호선,독바위역
357,6호선,독바위역
358,6호선,구산역
359,6호선,구산역
360,6호선,새절(신사)역
361,6호선,새절(신사)역
362,6호선,증산(명지대앞)역
363,6호선,증산(명지대앞)역
364,6호선,디지털미디어시티역
365,6호선,디지털미디어시티역
366,6호선,월드컵경기장(성산)역
367,6호선,월드컵경기장(성산)역
368,6호선,마포구청역
369,6호선,마포구청역
370,6호선,망원역
371,6호선,망원역
372,6호선,합정역
373,6호선,합정역
374,6호선,상수역
375,6호선,상수역
376,6호선,광흥창(서강)역
377,6호선,광흥창(서강)역
378,6호선,대흥(서강대앞)역
379,6호선,대흥(서강대앞)역
380,6호선,공덕역
381,6호선,공덕역
382,6호선,효창공원앞역
383,6호선,효창공원앞역
384,6호선,삼각지역
385,6호선,삼각지역
386,6호선,녹사평(용산구청)역
387,6호선,녹사평(용산구청)역
388,6호선,이태원역
389,6호선,이태원역
390,6호선,한강진역
391,6호선,한강진역
392,6호선,버티고개역
393,6호선,버티고개역
394,6호선,약수역
395,6호선,약수역
396,6호선,청구역
397,6호선,청구역
398,6호선,신당역
399,6호선,신당역
400,6호선,동묘앞역
401,6호선,동묘앞역
402,6호선,창신역
403,6호선,창신역
404,6호선,보문역
405,6호선,보문역
406,6호선,안암(고대병원앞)역
407,6호선,안암(고대병원앞)역
408,6호선,고려대(종암)역
409,6호선,고려대(종암)역
410,6호선,월곡(동덕여대)역
411,6호선,월곡(동덕여대)역
412,6호선,상월곡(한국과학기술연구원)역
413,6호선,상월곡(한국과학기술연구원)역
414,6호선,돌곶이역
415,6호선,돌곶이역
416,6호선,석계역
417,6호선,석계역
418,6호선,태릉입구역
419,6호선,태릉입구역
420,6호선,화랑대(서울여대입구)역
421,6호선,화랑대(서울여대입구)역
422,6호선,봉화산(서울의료원)역
423,6호선,봉화산(서울의료원)역
424,7호선,장암역
425,7호선,장암역
426,7호선,도봉산역
427,7호선,도봉산역
428,7호선,수락산역
429,7호선,수락산역
430,7호선,마들역
431,7호선,마들역
432,7호선,노원역
433,7호선,노원역
434,7호선,중계역
435,7호선,중계역
436,7호선,하계역
437,7호선,하계역
438,7호선,공릉(서울과학기술대)역
439,7호선,공릉(서울과학기술대)역
440,7호선,태릉입구역
441,7호선,태릉입구역
442,7호선,먹골역
443,7호선,먹골역
444,7호선,중화역
445,7호선,중화역
446,7호선,상봉(시외버스터미널)역
447,7호선,상봉(시외버스터미널)역
448,7호선,면목역
449,7호선,면목역
450,7호선,사가정역
451,7호선,사가정역
452,7호선,용마산(용마폭포공원)역
453,7호선,용마산(용마폭포공원)역
454,7호선,중곡역
455,7호선,중곡역
456,7호선,군자(능동)역
457,7호선,군자(능동)역
458,7호선,어린이대공원(세종대)역
459,7호선,어린이대공원(세종대)역
460,7호선,건대입구역
461,7호선,건대입구역
462,7호선,뚝섬유원지역
463,7호선,뚝섬유원지역
464,7호선,청담역
465,7호선,청담역
466,7호선,강남구청역
467,7호선,강남구청역
468,7호선,학동역
469,7호선,학동역
470,7호선,논현역
471,7호선,논현역
472,7호선,반포역
473,7호선,반포역
474,7호선,고속터미널역
475,7호선,고속터미널역
476,7호선,내방역
477,7호선,내방역
478,7호선,이수역
479,7호선,이수역
480,7호선,남성역
481,7호선,남성역
482,7호선,숭실대입구(살피재)역
483,7호선,숭실대입구(살피재)역
484,7호선,상도역
485,7호선,상도역
486,7호선,장승배기역
487,7호선,장승배기역
488,7호선,신대방삼거리역
489,7호선,신대방삼거리역
490,7호선,보라매역
491,7호선,보라매역
492,7호선,신풍역
493,7호선,신풍역
494,7호선,대림(구로구청)역
495,7호선,대림(구로구청)역
496,7호선,남구로역
497,7호선,남구로역
498,7호선,가산디지털단지역
499,7호선,가산디지털단지역
500,7호선,철산역
501,7호선,철산역
502,7호선,광명사거리역
503,7호선,광명사거리역
504,7호선,천왕역
505,7호선,천왕역
506,7호선,온수(성공회대입구)역
507,7호선,온수(성공회대입구)역
508,8호선,암사역
509,8호선,암사역
510,8호선,천호(풍납토성)역
511,8호선,천호(풍납토성)역
512,8호선,강동구청역
513,8호선,강동구청역
514,8호선,몽촌토성(평화의문)역
515,8호선,몽촌토성(평화의문)역
516,8호선,잠실(송파구청)역
517,8호선,잠실(송파구청)역
518,8호선,석촌역
519,8호선,석촌역
520,8호선,송파역
521,8호선,송파역
522,8호선,가락시장역
523,8호선,가락시장역
524,8호선,문정역
525,8호선,문정역
526,8호선,장지역
527,8호선,장지역
528,8호선,복정역
529,8호선,복정역
530,8호선,산성역
531,8호선,산성역
532,8호선,남한산성입구(성남법원.검찰청)역
533,8호선,남한산성입구(성남법원.검찰청)역
534,8호선,단대오거리역
535,8호선,단대오거리역
536,8호선,신흥역
537,8호선,신흥역
538,8호선,수진역
539,8호선,수진역
540,8호선,모란역
541,8호선,모란역
542,8호선,남위례역
543,8호선,남위례역
544,1호선,서울역
545,1호선,서울역
546,1호선,시청역
547,1호선,시청역
548,1호선,종각역
549,1호선,종각역
550,1호선,종로3가역
551,1호선,종로3가역
552,1호선,종로5가역
553,1호선,종로5가역
554,1호선,동대문역
555,1호선,동대문역
556,1호선,신설동역
557,1호선,신설동역
558,1호선,제기동역
559,1호선,제기동역
560,1호선,청량리(서울시립대입구)역
561,1호선,청량리(서울시립대입구)역
562,1호선,동묘앞역
563,1호선,동묘앞역
564,2호선,시청역
565,2호선,시청역
566,2호선,을지로입구역
567,2호선,을지로입구역
568,2호선,을지로3가역
569,2호선,을지로3가역
570,2호선,을지로4가역
571,2호선,을지로4가역
572,2호선,동대문역사문화공원(DDP)역
573,2호선,동대문역사문화공원(DDP)역
574,2호선,신당역
575,2호선,신당역
576,2호선,상왕십리역
577,2호선,상왕십리역
578,2호선,왕십리(성동구청)역
579,2호선,왕십리(성동구청)역
580,2호선,한양대역
581,2호선,한양대역
582,2호선,뚝섬역
583,2호선,뚝섬역
584,2호선,성수역
585,2호선,성수역
586,2호선,건대입구역
587,2호선,건대입구역
588,2호선,구의(광진구청)역
589,2호선,구의(광진구청)역
590,2호선,강변(동서울터미널)역
591,2호선,강변(동서울터미널)역
592,2호선,잠실나루역
593,2호선,잠실나루역
594,2호선,잠실(송파구청)역
595,2호선,잠실(송파구청)역
596,2호선,잠실새내역
597,2호선,잠실새내역
598,2호선,종합운동장역
599,2호선,종합운동장역
600,2호선,삼성(무역센터)역
601,2호선,삼성(무역센터)역
602,2호선,선릉역
603,2호선,선릉역
604,2호선,역삼역
605,2호선,역삼역
606,2호선,강남역
607,2호선,강남역
608,2호선,교대(법원.검찰청)역
609,2호선,교대(법원.검찰청)역
610,2호선,서초역
611,2호선,서초역
612,2호선,방배역
613,2호선,방배역
614,2호선,사당역
615,2호선,사당역
616,2호선,낙성대(강감찬)역
617,2호선,낙성대(강감찬)역
618,2호선,서울대입구(관악구청)역
619,2호선,서울대입구(관악구청)역
620,2호선,봉천역
621,2호선,봉천역
622,2호선,신림역
623,2호선,신림역
624,2호선,신대방역
625,2호선,신대방역
626,2호선,구로디지털단지역
627,2호선,구로디지털단지역
628,2호선,대림(구로구청)역
629,2호선,대림(구로구청)역
630,2호선,신도림역
631,2호선,신도림역
632,2호선,문래역
633,2호선,문래역
634,2호선,영등포구청역
635,2호선,영등포구청역
636,2호선,당산역
637,2호선,당산역
638,2호선,합정역
639,2호선,합정역
640,2호선,홍대입구역
641,2호선,홍대입구역
642,2호선,신촌역
643,2호선,신촌역
644,2호선,이대역
645,2호선,이대역
646,2호선,아현역
647,2호선,아현역
648,2호선,충정로(경기대입구)역
649,2호선,충정로(경기대입구)역
650,2호선,용답역
651,2호선,용답역
652,2호선,신답역
653,2호선,신답역
654,2호선,신설동역
655,2호선,신설동역
656,2호선,도림천역
657,2호선,도림천역
658,2호선,양천구청역
659,2호선,양천구청역
660,2호선,신정네거리역
661,2호선,신정네거리역
662,2호선,용두(동대문구청)역
663,2호선,용두(동대문구청)역
664,3호선,지축역
665,3호선,지축역
666,3호선,구파발역
667,3호선,구파발역
668,3호선,연신내역
669,3호선,연신내역
670,3호선,불광역
671,3호선,불광역
672,3호선,녹번역
673,3호선,녹번역
674,3호선,홍제역
675,3호선,홍제역
676,3호선,무악재역
677,3호선,무악재역
678,3호선,독립문역
679,3호선,독립문역
680,3호선,경복궁(정부서울청사)역
681,3호선,경복궁(정부서울청사)역
682,3호선,안국역
683,3호선,안국역
684,3호선,종로3가역
685,3호선,종로3가역
686,3호선,을지로3가역
687,3호선,을지로3가역
688,3호선,동대입구역
689,3호선,동대입구역
690,3호선,약수역
691,3호선,약수역
692,3호선,금호역
693,3호선,금호역
694,3호선,옥수역
695,3호선,옥수역
696,3호선,압구정역
697,3호선,압구정역
698,3호선,신사역
699,3호선,신사역
700,3호선,잠원역
701,3호선,잠원역
702,3호선,고속터미널역
703,3호선,고속터미널역
704,3호선,교대(법원.검찰청)역
705,3호선,교대(법원.검찰청)역
706,3호선,남부터미널(예술의전당)역
707,3호선,남부터미널(예술의전당)역
708,3호선,양재(서초구청)역
709,3호선,양재(서초구청)역
710,3호선,매봉역
711,3호선,매봉역
712,3호선,도곡역
713,3호선,도곡역
714,3호선,대치역
715,3호선,대치역
716,3호선,학여울역
717,3호선,학여울역
718,3호선,대청역
719,3호선,대청역
720,3호선,일원역
721,3호선,일원역
722,3호선,수서역
723,3호선,수서역
724,3호선,가락시장역
725,3호선,가락시장역
726,3호선,경찰병원역
727,3호선,경찰병원역
728,3호선,오금역
729,3호선,오금역
730,4호선,당고개역
731,4호선,당고개역
732,4호선,상계역
733,4호선,상계역
734,4호선,노원역
735,4호선,노원역
736,4호선,창동역
737,4호선,창동역
738,4호선,쌍문역
739,4호선,쌍문역
740,4호선,수유(강북구청)역
741,4호선,수유(강북구청)역
742,4호선,미아(서울사이버대학)역
743,4호선,미아(서울사이버대학)역
744,4호선,미아사거리역
745,4호선,미아사거리역
746,4호선,길음역
747,4호선,길음역
748,4호선,성신여대입구(돈암)역
749,4호선,성신여대입구(돈암)역
750,4호선,한성대입구(삼선교)역
751,4호선,한성대입구(삼선교)역
752,4호선,혜화역
753,4호선,혜화역
754,4호선,동대문역
755,4호선,동대문역
756,4호선,동대문역사문화공원(DDP)역
757,4호선,동대문역사문화공원(DDP)역
758,4호선,충무로역
759,4호선,충무로역
760,4호선,명동역
761,4호선,명동역
762,4호선,회현(남대문시장)역
763,4호선,회현(남대문시장)역
764,4호선,서울역
765,4호선,서울역
766,4호선,숙대입구(갈월)역
767,4호선,숙대입구(갈월)역
768,4호선,삼각지역
769,4호선,삼각지역
770,4호선,신용산역
771,4호선,신용산역
772,4호선,이촌(국립중앙박물관)역
773,4호선,이촌(국립중앙박물관)역
774,4호선,동작(현충원)역
775,4호선,동작(현충원)역
776,4호선,총신대입구(이수)역
777,4호선,총신대입구(이수)역
778,4호선,사당역
779,4호선,사당역
780,4호선,남태령역
781,4호선,남태령역
782,5호선,방화역
783,5호선,방화역
784,5호선,개화산역
785,5호선,개화산역
786,5호선,김포공항역
787,5호선,김포공항역
788,5호선,송정역
789,5호선,송정역
790,5호선,마곡역
791,5호선,마곡역
792,5호선,발산역
793,5호선,발산역
794,5호선,우장산역
795,5호선,우장산역
796,5호선,화곡역
797,5호선,화곡역
798,5호선,까치산역
799,5호선,까치산역
800,5호선,신정(은행정)역
801,5호선,신정(은행정)역
802,5호선,목동역
803,5호선,목동역
804,5호선,오목교(목동운동장앞)역
805,5호선,오목교(목동운동장앞)역
806,5호선,양평역
807,5호선,양평역
808,5호선,영등포구청역
809,5호선,영등포구청역
810,5호선,영등포시장역
811,5호선,영등포시장역
812,5호선,신길역
813,5호선,신길역
814,5호선,여의도역
815,5호선,여의도역
816,5호선,여의나루역
817,5호선,여의나루역
818,5호선,마포역
819,5호선,마포역
820,5호선,공덕역
821,5호선,공덕역
822,5호선,애오개역
823,5호선,애오개역
824,5호선,충정로(경기대입구)역
825,5호선,충정로(경기대입구)역
826,5호선,서대문역
827,5호선,서대문역
828,5호선,광화문(세종문화회관)역
829,5호선,광화문(세종문화회관)역
830,5호선,종로3가역
831,5호선,종로3가역
832,5호선,을지로4가역
833,5호선,을지로4가역
834,5호선,동대문역사문화공원(DDP)역
835,5호선,동대문역사문화공원(DDP)역
836,5호선,청구역
837,5호선,청구역
838,5호선,신금호역
839,5호선,신금호역
840,5호선,행당역
841,5호선,행당역
842,5호선,왕십리(성동구청)역
843,5호선,왕십리(성동구청)역
844,5호선,마장역
845,5호선,마장역
846,5호선,답십리역
847,5호선,답십리역
848,5호선,장한평역
849,5호선,장한평역
850,5호선,군자(능동)역
851,5호선,군자(능동)역
852,5호선,아차산(어린이대공원후문)역
853,5호선,아차산(어린이대공원후문)역
854,5호선,광나루(장신대)역
855,5호선,광나루(장신대)역
856,5호선,천호(풍납토성)역
857,5호선,천호(풍납토성)역
858,5호선,강동역
859,5호선,강동역
860,5호선,길동역
861,5호선,길동역
862,5호선,굽은다리(강동구민회관앞)역
863,5호선,굽은다리(강동구민회관앞)역
864,5호선,명일역
865,5호선,명일역
866,5호선,고덕역
867,5호선,고덕역
868,5호선,상일동역
869,5호선,상일동역
870,5호선,둔촌동역
871,5호선,둔촌동역
872,5호선,올림픽공원(한국체대)역
873,5호선,올림픽공원(한국체대)역
874,5호선,방이역
875,5호선,방이역
876,5호선,오금역
877,5호선,오금역
878,5호선,개롱역
879,5호선,개롱역
880,5호선,거여역
881,5호선,거여역
882,5호선,마천역
883,5호선,마천역
884,5호선,강일역
885,5호선,강일역
886,5호선,미사역
887,5호선,미사역
888,5호선,하남풍산역
889,5호선,하남풍산역
890,5호선,하남시청(덕풍·신장)역
891,5호선,하남시청(덕풍·신장)역
892,5호선,하남검단산역
893,5호선,하남검단산역
894,6호선,응암역
895,6호선,응암역
896,6호선,역촌역
897,6호선,역촌역
898,6호선,불광역
899,6호선,불광역
900,6호선,독바위역
901,6호선,독바위역
902,6호선,구산역
903,6호선,구산역
904,6호선,새절(신사)역
905,6호선,새절(신사)역
906,6호선,증산(명지대앞)역
907,6호선,증산(명지대앞)역
908,6호선,디지털미디어시티역
909,6호선,디지털미디어시티역
910,6호선,월드컵경기장(성산)역
911,6호선,월드컵경기장(성산)역
912,6호선,마포구청역
913,6호선,마포구청역
914,6호선,망원역
915,6호선,망원역
916,6호선,합정역
917,6호선,합정역
918,6호선,상수역
919,6호선,상수역
920,6호선,광흥창(서강)역
921,6호선,광흥창(서강)역
922,6호선,대흥(서강대앞)역
923,6호선,대흥(서강대앞)역
924,6호선,공덕역
925,6호선,공덕역
926,6호선,효창공원앞역
927,6호선,효창공원앞역
928,6호선,삼각지역
929,6호선,삼각지역
930,6호선,녹사평(용산구청)역
931,6호선,녹사평(용산구청)역
932,6호선,이태원역
933,6호선,이태원역
934,6호선,한강진역
935,6호선,한강진역
936,6호선,버티고개역
937,6호선,버티고개역
938,6호선,약수역
939,6호선,약수역
940,6호선,청구역
941,6호선,청구역
942,6호선,신당역
943,6호선,신당역
944,6호선,동묘앞역
945,6호선,동묘앞역
946,6호선,창신역
947,6호선,창신역
948,6호선,보문역
949,6호선,보문역
950,6호선,안암(고대병원앞)역
951,6호선,안암(고대병원앞)역
952,6호선,고려대(종암)역
953,6호선,고려대(종암)역
954,6호선,월곡(동덕여대)역
955,6호선,월곡(동덕여대)역
956,6호선,상월곡(한국과학기술연구원)역
957,6호선,상월곡(한국과학기술연구원)역
958,6호선,돌곶이역
959,6호선,돌곶이역
960,6호선,석계역
961,6호선,석계역
962,6호선,태릉입구역
963,6호선,태릉입구역
964,6호선,화랑대(서울여대입구)역
965,6호선,화랑대(서울여대입구)역
966,6호선,봉화산(서울의료원)역
967,6호선,봉화산(서울의료원)역
968,7호선,장암역
969,7호선,장암역
970,7호선,도봉산역
971,7호선,도봉산역
972,7호선,수락산역
973,7호선,수락산역
974,7호선,마들역
975,7호선,마들역
976,7호선,노원역
977,7호선,노원역
978,7호선,중계역
979,7호선,중계역
980,7호선,하계역
981,7호선,하계역
982,7호선,공릉(서울과학기술대)역
983,7호선,공릉(서울과학기술대)역
984,7호선,태릉입구역
985,7호선,태릉입구역
986,7호선,먹골역
987,7호선,먹골역
988,7호선,중화역
989,7호선,중화역
990,7호선,상봉(시외버스터미널)역
991,7호선,상봉(시외버스터미널)역
992,7호선,면목역
993,7호선,면목역
994,7호선,사가정역
995,7호선,사가정역
996,7호선,용마산(용마폭포공원)역
997,7호선,용마산(용마폭포공원)역
998,7호선,중곡역
999,7호선,중곡역
1000,7호선,군자(능동)역
1001,7호선,군자(능동)역
1002,7호선,어린이대공원(세종대)역
1003,7호선,어린이대공원(세종대)역
1004,7호선,건대입구역
1005,7호선,건대입구역
1006,7호선,뚝섬유원지역
1007,7호선,뚝섬유원지역
1008,7호선,청담역
1009,7호선,청담역
1010,7호선,강남구청역
1011,7호선,강남구청역
1012,7호선,학동역
1013,7호선,학동역
1014,7호선,논현역
1015,7호선,논현역
1016,7호선,반포역
1017,7호선,반포역
1018,7호선,고속터미널역
1019,7호선,고속터미널역
1020,7호선,내방역
1021,7호선,내방역
1022,7호선,이수역
1023,7호선,이수역
1024,7호선,남성역
1025,7호선,남성역
1026,7호선,숭실대입구(살피재)역
1027,7호선,숭실대입구(살피재)역
1028,7호선,상도역
1029,7호선,상도역
1030,7호선,장승배기역
1031,7호선,장승배기역
1032,7호선,신대방삼거리역
1033,7호선,신대방삼거리역
1034,7호선,보라매역
1035,7호선,보라매역
1036,7호선,신풍역
1037,7호선,신풍역
1038,7호선,대림(구로구청)역
1039,7호선,대림(구로구청)역
1040,7호선,남구로역
1041,7호선,남구로역
1042,7호선,가산디지털단지역
1043,7호선,가산디지털단지역
1044,7호선,철산역
1045,7호선,철산역
1046,7호선,광명사거리역
1047,7호선,광명사거리역
1048,7호선,천왕역
1049,7호선,천왕역
1050,7호선,온수(성공회대입구)역
1051,7호선,온수(성공회대입구)역
1052,8호선,암사역
1053,8호선,암사역
1054,8호선,천호(풍납토성)역
1055,8호선,천호(풍납토성)역
1056,8호선,강동구청역
1057,8호선,강동구청역
1058,8호선,몽촌토성(평화의문)역
1059,8호선,몽촌토성(평화의문)역
1060,8호선,잠실(송파구청)역
1061,8호선,잠실(송파구청)역
1062,8호선,석촌역
1063,8호선,석촌역
1064,8호선,송파역
1065,8호선,송파역
1066,8호선,가락시장역
1067,8호선,가락시장역
1068,8호선,문정역
1069,8호선,문정역
1070,8호선,장지역
1071,8호선,장지역
1072,8호선,복정역
1073,8호선,복정역
1074,8호선,산성역
1075,8호선,산성역
1076,8호선,남한산성입구(성남법원.검찰청)역
1077,8호선,남한산성입구(성남법원.검찰청)역
1078,8호선,단대오거리역
1079,8호선,단대오거리역
1080,8호선,신흥역
1081,8호선,신흥역
1082,8호선,수진역
1083,8호선,수진역
1084,8호선,모란역
1085,8호선,모란역
1086,8호선,남위례역
