,호선,역명
32872,4호선,이촌(국립중앙박물관)역
32873,4호선,이촌(국립중앙박물관)역
32874,4호선,동작(현충원)역
32875,4호선,동작(현충원)역
32876,4호선,총신대입구(이수)역
32877,4호선,총신대입구(이수)역
32878,4호선,사당역
32879,4호선,사당역
32880,4호선,남태령역
32881,4호선,남태령역
32882,5호선,방화역
32883,5호선,방화역
32884,5호선,개화산역
32885,5호선,개화산역
32886,5호선,김포공항역
32887,5호선,김포공항역
32888,5호선,송정역
32889,5호선,송정역
32890,5호선,마곡역
32891,5호선,마곡역
32892,5호선,발산역
32893,5호선,발산역
32894,5호선,우장산역
32895,5호선,우장산역
32896,5호선,화곡역
32897,5호선,화곡역
32898,5호선,까치산역
32899,5호선,까치산역
32900,5호선,신정(은행정)역
32901,5호선,신정(은행정)역
32902,5호선,목동역
32903,5호선,목동역
32904,5호선,오목교(목동운동장앞)역
32905,5호선,오목교(목동운동장앞)역
32906,5호선,양평역
32907,5호선,양평역
32908,5호선,영등포구청역
32909,5호선,영등포구청역
32910,5호선,영등포시장역
32911,5호선,영등포시장역
32912,5호선,신길역
32913,5호선,신길역
32914,5호선,여의도역
32915,5호선,여의도역
32916,5호선,여의나루역
32917,5호선,여의나루역
32918,5호선,마포역
32919,5호선,마포역
32920,5호선,공덕역
32921,5호선,공덕역
32922,5호선,애오개역
32923,5호선,애오개역
32924,5호선,충정로(경기대입구)역
32925,5호선,충정로(경기대입구)역
32926,5호선,서대문역
32927,5호선,서대문역
32928,5호선,광화문(세종문화회관)역
32929,5호선,광화문(세종문화회관)역
32930,5호선,종로3가역
32931,5호선,종로3가역
32932,5호선,을지로4가역
32933,5호선,을지로4가역
32934,5호선,동대문역사문화공원(DDP)역
32935,5호선,동대문역사문화공원(DDP)역
32936,5호선,청구역
32937,5호선,청구역
32938,5호선,신금호역
32939,5호선,신금호역
32940,5호선,행당역
32941,5호선,행당역
32942,5호선,왕십리(성동구청)역
32943,5호선,왕십리(성동구청)역
32944,5호선,마장역
32945,5호선,마장역
32946,5호선,답십리역
32947,5호선,답십리역
32948,5호선,장한평역
32949,5호선,장한평역
32950,5호선,군자(능동)역
32951,5호선,군자(능동)역
32952,5호선,아차산(어린이대공원후문)역
32953,5호선,아차산(어린이대공원후문)역
32954,5호선,광나루(장신대)역
32955,5호선,광나루(장신대)역
32956,5호선,천호(풍납토성)역
32957,5호선,천호(풍납토성)역
32958,5호선,강동역
32959,5호선,강동역
32960,5호선,길동역
32961,5호선,길동역
32962,5호선,굽은다리(강동구민회관앞)역
32963,5호선,굽은다리(강동구민회관앞)역
32964,5호선,명일역
32965,5호선,명일역
32966,5호선,고덕역
32967,5호선,고덕역
32968,5호선,상일동역
32969,5호선,상일동역
32970,5호선,둔촌동역
32971,5호선,둔촌동역
32972,5호선,올림픽공원(한국체대)역
32973,5호선,올림픽공원(한국체대)역
32974,5호선,방이역
32975,5호선,방이역
32976,5호선,오금역
32977,5호선,오금역
32978,5호선,개롱역
32979,5호선,개롱역
32980,5호선,거여역
32981,5호선,거여역
32982,5호선,마천역
32983,5호선,마천역
32984,5호선,강일역
32985,5호선,강일역
32986,5호선,미사역
32987,5호선,미사역
32988,5호선,하남풍산역
32989,5호선,하남풍산역
32990,5호선,하남시청(덕풍·신장)역
32991,5호선,하남시청(덕풍·신장)역
32992,5호선,하남검단산역
32993,5호선,하남검단산역
32994,6호선,응암역
32995,6호선,응암역
32996,6호선,역촌역
32997,6호선,역촌역
32998,6호선,불광역
32999,6호선,불광역
33000,6호선,독바위역
33001,6호선,독바위역
33002,6호선,구산역
33003,6호선,구산역
33004,6호선,새절(신사)역
33005,6호선,새절(신사)역
33006,6호선,증산(명지대앞)역
33007,6호선,증산(명지대앞)역
33008,6호선,디지털미디어시티역
33009,6호선,디지털미디어시티역
33010,6호선,월드컵경기장(성산)역
33011,6호선,월드컵경기장(성산)역
33012,6호선,마포구청역
33013,6호선,마포구청역
33014,6호선,망원역
33015,6호선,망원역
33016,6호선,합정역
33017,6호선,합정역
33018,6호선,상수역
33019,6호선,상수역
33020,6호선,광흥창(서강)역
33021,6호선,광흥창(서강)역
33022,6호선,대흥(서강대앞)역
33023,6호선,대흥(서강대앞)역
33024,6호선,공덕역
33025,6호선,공덕역
33026,6호선,효창공원앞역
33027,6호선,효창공원앞역
33028,6호선,삼각지역
33029,6호선,삼각지역
33030,6호선,녹사평(용산구청)역
33031,6호선,녹사평(용산구청)역
33032,6호선,이태원역
33033,6호선,이태원역
33034,6호선,한강진역
33035,6호선,한강진역
33036,6호선,버티고개역
33037,6호선,버티고개역
33038,6호선,약수역
33039,6호선,약수역
33040,6호선,청구역
33041,6호선,청구역
33042,6호선,신당역
33043,6호선,신당역
33044,6호선,동묘앞역
33045,6호선,동묘앞역
33046,6호선,창신역
33047,6호선,창신역
33048,6호선,보문역
33049,6호선,보문역
33050,6호선,안암(고대병원앞)역
33051,6호선,안암(고대병원앞)역
33052,6호선,고려대(종암)역
33053,6호선,고려대(종암)역
33054,6호선,월곡(동덕여대)역
33055,6호선,월곡(동덕여대)역
33056,6호선,상월곡(한국과학기술연구원)역
33057,6호선,상월곡(한국과학기술연구원)역
33058,6호선,돌곶이역
33059,6호선,돌곶이역
33060,6호선,석계역
33061,6호선,석계역
33062,6호선,태릉입구역
33063,6호선,태릉입구역
33064,6호선,화랑대(서울여대입구)역
33065,6호선,화랑대(서울여대입구)역
33066,6호선,봉화산(서울의료원)역
33067,6호선,봉화산(서울의료원)역
33068,7호선,장암역
33069,7호선,장암역
33070,7호선,도봉산역
33071,7호선,도봉산역
33072,7호선,수락산역
33073,7호선,수락산역
33074,7호선,마들역
33075,7호선,마들역
33076,7호선,노원역
33077,7호선,노원역
33078,7호선,중계역
33079,7호선,중계역
33080,7호선,하계역
33081,7호선,하계역
33082,7호선,공릉(서울과학기술대)역
33083,7호선,공릉(서울과학기술대)역
33084,7호선,태릉입구역
33085,7호선,태릉입구역
33086,7호선,먹골역
33087,7호선,먹골역
33088,7호선,중화역
33089,7호선,중화역
33090,7호선,상봉(시외버스터미널)역
33091,7호선,상봉(시외버스터미널)역
33092,7호선,면목역
33093,7호선,면목역
33094,7호선,사가정역
33095,7호선,사가정역
33096,7호선,용마산(용마폭포공원)역
33097,7호선,용마산(용마폭포공원)역
33098,7호선,중곡역
33099,7호선,중곡역
33100,7호선,군자(능동)역
33101,7호선,군자(능동)역
33102,7호선,어린이대공원(세종대)역
33103,7호선,어린이대공원(세종대)역
33104,7호선,건대입구역
33105,7호선,건대입구역
33106,7호선,뚝섬유원지역
33107,7호선,뚝섬유원지역
33108,7호선,청담역
33109,7호선,청담역
33110,7호선,강남구청역
33111,7호선,강남구청역
33112,7호선,학동역
33113,7호선,학동역
33114,7호선,논현역
33115,7호선,논현역
33116,7호선,반포역
33117,7호선,반포역
33118,7호선,고속터미널역
33119,7호선,고속터미널역
33120,7호선,내방역
33121,7호선,내방역
33122,7호선,이수역
33123,7호선,이수역
33124,7호선,남성역
33125,7호선,남성역
33126,7호선,숭실대입구(살피재)역
33127,7호선,숭실대입구(살피재)역
33128,7호선,상도역
33129,7호선,상도역
33130,7호선,장승배기역
33131,7호선,장승배기역
33132,7호선,신대방삼거리역
33133,7호선,신대방삼거리역
33134,7호선,보라매역
33135,7호선,보라매역
33136,7호선,신풍역
33137,7호선,신풍역
33138,7호선,대림(구로구청)역
33139,7호선,대림(구로구청)역
33140,7호선,남구로역
33141,7호선,남구로역
33142,7호선,가산디지털단지역
33143,7호선,가산디지털단지역
33144,7호선,철산역
33145,7호선,철산역
33146,7호선,광명사거리역
33147,7호선,광명사거리역
33148,7호선,천왕역
33149,7호선,천왕역
33150,7호선,온수(성공회대입구)역
33151,7호선,온수(성공회대입구)역
33152,8호선,암사역
33153,8호선,암사역
33154,8호선,천호(풍납토성)역
33155,8호선,천호(풍납토성)역
33156,8호선,강동구청역
33157,8호선,강동구청역
33158,8호선,몽촌토성(평화의문)역
33159,8호선,몽촌토성(평화의문)역
33160,8호선,잠실(송파구청)역
33161,8호선,잠실(송파구청)역
33162,8호선,석촌역
33163,8호선,석촌역
33164,8호선,송파역
33165,8호선,송파역
33166,8호선,가락시장역
33167,8호선,가락시장역
33168,8호선,문정역
33169,8호선,문정역
33170,8호선,장지역
33171,8호선,장지역
33172,8호선,복정역
33173,8호선,복정역
33174,8호선,산성역
33175,8호선,산성역
33176,8호선,남한산성입구(성남법원.검찰청)역
33177,8호선,남한산성입구(성남법원.검찰청)역
33178,8호선,단대오거리역
33179,8호선,단대오거리역
33180,8호선,신흥역
33181,8호선,신흥역
33182,8호선,수진역
33183,8호선,수진역
33184,8호선,모란역
33185,8호선,모란역
33186,8호선,남위례역
33187,8호선,남위례역
33188,1호선,서울역
33189,1호선,서울역
33190,1호선,시청역
33191,1호선,시청역
33192,1호선,종각역
33193,1호선,종각역
33194,1호선,종로3가역
33195,1호선,종로3가역
33196,1호선,종로5가역
33197,1호선,종로5가역
33198,1호선,동대문역
33199,1호선,동대문역
33200,1호선,신설동역
33201,1호선,신설동역
33202,1호선,제기동역
33203,1호선,제기동역
33204,1호선,청량리(서울시립대입구)역
33205,1호선,청량리(서울시립대입구)역
33206,1호선,동묘앞역
33207,1호선,동묘앞역
33208,2호선,시청역
33209,2호선,시청역
33210,2호선,을지로입구역
33211,2호선,을지로입구역
33212,2호선,을지로3가역
33213,2호선,을지로3가역
33214,2호선,을지로4가역
33215,2호선,을지로4가역
33216,2호선,동대문역사문화공원(DDP)역
33217,2호선,동대문역사문화공원(DDP)역
33218,2호선,신당역
33219,2호선,신당역
33220,2호선,상왕십리역
33221,2호선,상왕십리역
33222,2호선,왕십리(성동구청)역
33223,2호선,왕십리(성동구청)역
33224,2호선,한양대역
33225,2호선,한양대역
33226,2호선,뚝섬역
33227,2호선,뚝섬역
33228,2호선,성수역
33229,2호선,성수역
33230,2호선,건대입구역
33231,2호선,건대입구역
33232,2호선,구의(광진구청)역
33233,2호선,구의(광진구청)역
33234,2호선,강변(동서울터미널)역
33235,2호선,강변(동서울터미널)역
33236,2호선,잠실나루역
33237,2호선,잠실나루역
33238,2호선,잠실(송파구청)역
33239,2호선,잠실(송파구청)역
33240,2호선,잠실새내역
33241,2호선,잠실새내역
33242,2호선,종합운동장역
33243,2호선,종합운동장역
33244,2호선,삼성(무역센터)역
33245,2호선,삼성(무역센터)역
33246,2호선,선릉역
33247,2호선,선릉역
33248,2호선,역삼역
33249,2호선,역삼역
33250,2호선,강남역
33251,2호선,강남역
33252,2호선,교대(법원.검찰청)역
33253,2호선,교대(법원.검찰청)역
33254,2호선,서초역
33255,2호선,서초역
33256,2호선,방배역
33257,2호선,방배역
33258,2호선,사당역
33259,2호선,사당역
33260,2호선,낙성대(강감찬)역
33261,2호선,낙성대(강감찬)역
33262,2호선,서울대입구(관악구청)역
33263,2호선,서울대입구(관악구청)역
33264,2호선,봉천역
33265,2호선,봉천역
33266,2호선,신림역
33267,2호선,신림역
33268,2호선,신대방역
33269,2호선,신대방역
33270,2호선,구로디지털단지역
33271,2호선,구로디지털단지역
33272,2호선,대림(구로구청)역
33273,2호선,대림(구로구청)역
33274,2호선,신도림역
33275,2호선,신도림역
33276,2호선,문래역
33277,2호선,문래역
33278,2호선,영등포구청역
33279,2호선,영등포구청역
33280,2호선,당산역
33281,2호선,당산역
33282,2호선,합정역
33283,2호선,합정역
33284,2호선,홍대입구역
33285,2호선,홍대입구역
33286,2호선,신촌역
33287,2호선,신촌역
33288,2호선,이대역
33289,2호선,이대역
33290,2호선,아현역
33291,2호선,아현역
33292,2호선,충정로(경기대입구)역
33293,2호선,충정로(경기대입구)역
33294,2호선,용답역
33295,2호선,용답역
33296,2호선,신답역
33297,2호선,신답역
33298,2호선,신설동역
33299,2호선,신설동역
33300,2호선,도림천역
33301,2호선,도림천역
33302,2호선,양천구청역
33303,2호선,양천구청역
33304,2호선,신정네거리역
33305,2호선,신정네거리역
33306,2호선,용두(동대문구청)역
33307,2호선,용두(동대문구청)역
33308,3호선,지축역
33309,3호선,지축역
33310,3호선,구파발역
33311,3호선,구파발역
33312,3호선,연신내역
33313,3호선,연신내역
33314,3호선,불광역
33315,3호선,불광역
33316,3호선,녹번역
33317,3호선,녹번역
33318,3호선,홍제역
33319,3호선,홍제역
33320,3호선,무악재역
33321,3호선,무악재역
33322,3호선,독립문역
33323,3호선,독립문역
33324,3호선,경복궁(정부서울청사)역
33325,3호선,경복궁(정부서울청사)역
33326,3호선,안국역
33327,3호선,안국역
33328,3호선,종로3가역
33329,3호선,종로3가역
33330,3호선,을지로3가역
33331,3호선,을지로3가역
33332,3호선,동대입구역
33333,3호선,동대입구역
33334,3호선,약수역
33335,3호선,약수역
33336,3호선,금호역
33337,3호선,금호역
33338,3호선,옥수역
33339,3호선,옥수역
33340,3호선,압구정역
33341,3호선,압구정역
33342,3호선,신사역
33343,3호선,신사역
33344,3호선,잠원역
33345,3호선,잠원역
33346,3호선,고속터미널역
33347,3호선,고속터미널역
33348,3호선,교대(법원.검찰청)역
33349,3호선,교대(법원.검찰청)역
33350,3호선,남부터미널(예술의전당)역
33351,3호선,남부터미널(예술의전당)역
33352,3호선,양재(서초구청)역
33353,3호선,양재(서초구청)역
33354,3호선,매봉역
33355,3호선,매봉역
33356,3호선,도곡역
33357,3호선,도곡역
33358,3호선,대치역
33359,3호선,대치역
33360,3호선,학여울역
33361,3호선,학여울역
33362,3호선,대청역
33363,3호선,대청역
33364,3호선,일원역
33365,3호선,일원역
33366,3호선,수서역
33367,3호선,수서역
33368,3호선,가락시장역
33369,3호선,가락시장역
33370,3호선,경찰병원역
33371,3호선,경찰병원역
33372,3호선,오금역
33373,3호선,오금역
33374,4호선,당고개역
33375,4호선,당고개역
33376,4호선,상계역
33377,4호선,상계역
33378,4호선,노원역
33379,4호선,노원역
33380,4호선,창동역
33381,4호선,창동역
33382,4호선,쌍문역
33383,4호선,쌍문역
33384,4호선,수유(강북구청)역
33385,4호선,수유(강북구청)역
33386,4호선,미아(서울사이버대학)역
33387,4호선,미아(서울사이버대학)역
33388,4호선,미아사거리역
33389,4호선,미아사거리역
33390,4호선,길음역
33391,4호선,길음역
33392,4호선,성신여대입구(돈암)역
33393,4호선,성신여대입구(돈암)역
33394,4호선,한성대입구(삼선교)역
33395,4호선,한성대입구(삼선교)역
33396,4호선,혜화역
33397,4호선,혜화역
33398,4호선,동대문역
33399,4호선,동대문역
33400,4호선,동대문역사문화공원(DDP)역
33401,4호선,동대문역사문화공원(DDP)역
33402,4호선,충무로역
33403,4호선,충무로역
33404,4호선,명동역
33405,4호선,명동역
33406,4호선,회현(남대문시장)역
33407,4호선,회현(남대문시장)역
33408,4호선,서울역
33409,4호선,서울역
33410,4호선,숙대입구(갈월)역
33411,4호선,숙대입구(갈월)역
33412,4호선,삼각지역
33413,4호선,삼각지역
33414,4호선,신용산역
33415,4호선,신용산역
33416,4호선,이촌(국립중앙박물관)역
33417,4호선,이촌(국립중앙박물관)역
33418,4호선,동작(현충원)역
33419,4호선,동작(현충원)역
33420,4호선,총신대입구(이수)역
33421,4호선,총신대입구(이수)역
33422,4호선,사당역
33423,4호선,사당역
33424,4호선,남태령역
33425,4호선,남태령역
33426,5호선,방화역
33427,5호선,방화역
33428,5호선,개화산역
33429,5호선,개화산역
33430,5호선,김포공항역
33431,5호선,김포공항역
33432,5호선,송정역
33433,5호선,송정역
33434,5호선,마곡역
33435,5호선,마곡역
33436,5호선,발산역
33437,5호선,발산역
33438,5호선,우장산역
33439,5호선,우장산역
33440,5호선,화곡역
33441,5호선,화곡역
33442,5호선,까치산역
33443,5호선,까치산역
33444,5호선,신정(은행정)역
33445,5호선,신정(은행정)역
33446,5호선,목동역
33447,5호선,목동역
33448,5호선,오목교(목동운동장앞)역
33449,5호선,오목교(목동운동장앞)역
33450,5호선,양평역
33451,5호선,양평역
33452,5호선,영등포구청역
33453,5호선,영등포구청역
33454,5호선,영등포시장역
33455,5호선,영등포시장역
33456,5호선,신길역
33457,5호선,신길역
33458,5호선,여의도역
33459,5호선,여의도역
33460,5호선,여의나루역
33461,5호선,여의나루역
33462,5호선,마포역
33463,5호선,마포역
33464,5호선,공덕역
33465,5호선,공덕역
33466,5호선,애오개역
33467,5호선,애오개역
33468,5호선,충정로(경기대입구)역
33469,5호선,충정로(경기대입구)역
33470,5호선,서대문역
33471,5호선,서대문역
33472,5호선,광화문(세종문화회관)역
33473,5호선,광화문(세종문화회관)역
33474,5호선,종로3가역
33475,5호선,종로3가역
33476,5호선,을지로4가역
33477,5호선,을지로4가역
33478,5호선,동대문역사문화공원(DDP)역
33479,5호선,동대문역사문화공원(DDP)역
33480,5호선,청구역
33481,5호선,청구역
33482,5호선,신금호역
33483,5호선,신금호역
33484,5호선,행당역
33485,5호선,행당역
33486,5호선,왕십리(성동구청)역
33487,5호선,왕십리(성동구청)역
33488,5호선,마장역
33489,5호선,마장역
33490,5호선,답십리역
33491,5호선,답십리역
33492,5호선,장한평역
33493,5호선,장한평역
33494,5호선,군자(능동)역
33495,5호선,군자(능동)역
33496,5호선,아차산(어린이대공원후문)역
33497,5호선,아차산(어린이대공원후문)역
33498,5호선,광나루(장신대)역
33499,5호선,광나루(장신대)역
33500,5호선,천호(풍납토성)역
33501,5호선,천호(풍납토성)역
33502,5호선,강동역
33503,5호선,강동역
33504,5호선,길동역
33505,5호선,길동역
33506,5호선,굽은다리(강동구민회관앞)역
33507,5호선,굽은다리(강동구민회관앞)역
33508,5호선,명일역
33509,5호선,명일역
33510,5호선,고덕역
33511,5호선,고덕역
33512,5호선,상일동역
33513,5호선,상일동역
33514,5호선,둔촌동역
33515,5호선,둔촌동역
33516,5호선,올림픽공원(한국체대)역
33517,5호선,올림픽공원(한국체대)역
33518,5호선,방이역
33519,5호선,방이역
33520,5호선,오금역
33521,5호선,오금역
33522,5호선,개롱역
33523,5호선,개롱역
33524,5호선,거여역
33525,5호선,거여역
33526,5호선,마천역
33527,5호선,마천역
33528,5호선,강일역
33529,5호선,강일역
33530,5호선,미사역
33531,5호선,미사역
33532,5호선,하남풍산역
33533,5호선,하남풍산역
33534,5호선,하남시청(덕풍·신장)역
33535,5호선,하남시청(덕풍·신장)역
33536,5호선,하남검단산역
33537,5호선,하남검단산역
33538,6호선,응암역
33539,6호선,응암역
33540,6호선,역촌역
33541,6호선,역촌역
33542,6호선,불광역
33543,6호선,불광역
33544,6호선,독바위역
33545,6호선,독바위역
33546,6호선,구산역
33547,6호선,구산역
33548,6호선,새절(신사)역
33549,6호선,새절(신사)역
33550,6호선,증산(명지대앞)역
33551,6호선,증산(명지대앞)역
33552,6호선,디지털미디어시티역
33553,6호선,디지털미디어시티역
33554,6호선,월드컵경기장(성산)역
33555,6호선,월드컵경기장(성산)역
33556,6호선,마포구청역
33557,6호선,마포구청역
33558,6호선,망원역
33559,6호선,망원역
33560,6호선,합정역
33561,6호선,합정역
33562,6호선,상수역
33563,6호선,상수역
33564,6호선,광흥창(서강)역
33565,6호선,광흥창(서강)역
33566,6호선,대흥(서강대앞)역
33567,6호선,대흥(서강대앞)역
33568,6호선,공덕역
33569,6호선,공덕역
33570,6호선,효창공원앞역
33571,6호선,효창공원앞역
33572,6호선,삼각지역
33573,6호선,삼각지역
33574,6호선,녹사평(용산구청)역
33575,6호선,녹사평(용산구청)역
33576,6호선,이태원역
33577,6호선,이태원역
33578,6호선,한강진역
33579,6호선,한강진역
33580,6호선,버티고개역
33581,6호선,버티고개역
33582,6호선,약수역
33583,6호선,약수역
33584,6호선,청구역
33585,6호선,청구역
33586,6호선,신당역
33587,6호선,신당역
33588,6호선,동묘앞역
33589,6호선,동묘앞역
33590,6호선,창신역
33591,6호선,창신역
33592,6호선,보문역
33593,6호선,보문역
33594,6호선,안암(고대병원앞)역
33595,6호선,안암(고대병원앞)역
33596,6호선,고려대(종암)역
33597,6호선,고려대(종암)역
33598,6호선,월곡(동덕여대)역
33599,6호선,월곡(동덕여대)역
33600,6호선,상월곡(한국과학기술연구원)역
33601,6호선,상월곡(한국과학기술연구원)역
33602,6호선,돌곶이역
33603,6호선,돌곶이역
33604,6호선,석계역
33605,6호선,석계역
33606,6호선,태릉입구역
33607,6호선,태릉입구역
33608,6호선,화랑대(서울여대입구)역
33609,6호선,화랑대(서울여대입구)역
33610,6호선,봉화산(서울의료원)역
33611,6호선,봉화산(서울의료원)역
33612,7호선,장암역
33613,7호선,장암역
33614,7호선,도봉산역
33615,7호선,도봉산역
33616,7호선,수락산역
33617,7호선,수락산역
33618,7호선,마들역
33619,7호선,마들역
33620,7호선,노원역
33621,7호선,노원역
33622,7호선,중계역
33623,7호선,중계역
33624,7호선,하계역
33625,7호선,하계역
33626,7호선,공릉(서울과학기술대)역
33627,7호선,공릉(서울과학기술대)역
33628,7호선,태릉입구역
33629,7호선,태릉입구역
33630,7호선,먹골역
33631,7호선,먹골역
33632,7호선,중화역
33633,7호선,중화역
33634,7호선,상봉(시외버스터미널)역
33635,7호선,상봉(시외버스터미널)역
33636,7호선,면목역
33637,7호선,면목역
33638,7호선,사가정역
33639,7호선,사가정역
33640,7호선,용마산(용마폭포공원)역
33641,7호선,용마산(용마폭포공원)역
33642,7호선,중곡역
33643,7호선,중곡역
33644,7호선,군자(능동)역
33645,7호선,군자(능동)역
33646,7호선,어린이대공원(세종대)역
33647,7호선,어린이대공원(세종대)역
33648,7호선,건대입구역
33649,7호선,건대입구역
33650,7호선,뚝섬유원지역
33651,7호선,뚝섬유원지역
33652,7호선,청담역
33653,7호선,청담역
33654,7호선,강남구청역
33655,7호선,강남구청역
33656,7호선,학동역
33657,7호선,학동역
33658,7호선,논현역
33659,7호선,논현역
33660,7호선,반포역
33661,7호선,반포역
33662,7호선,고속터미널역
33663,7호선,고속터미널역
33664,7호선,내방역
33665,7호선,내방역
33666,7호선,이수역
33667,7호선,이수역
33668,7호선,남성역
33669,7호선,남성역
33670,7호선,숭실대입구(살피재)역
33671,7호선,숭실대입구(살피재)역
33672,7호선,상도역
33673,7호선,상도역
33674,7호선,장승배기역
33675,7호선,장승배기역
33676,7호선,신대방삼거리역
33677,7호선,신대방삼거리역
33678,7호선,보라매역
33679,7호선,보라매역
33680,7호선,신풍역
33681,7호선,신풍역
33682,7호선,대림(구로구청)역
33683,7호선,대림(구로구청)역
33684,7호선,남구로역
33685,7호선,남구로역
33686,7호선,가산디지털단지역
33687,7호선,가산디지털단지역
33688,7호선,철산역
33689,7호선,철산역
33690,7호선,광명사거리역
33691,7호선,광명사거리역
33692,7호선,천왕역
33693,7호선,천왕역
33694,7호선,온수(성공회대입구)역
33695,7호선,온수(성공회대입구)역
33696,8호선,암사역
33697,8호선,암사역
33698,8호선,천호(풍납토성)역
33699,8호선,천호(풍납토성)역
33700,8호선,강동구청역
33701,8호선,강동구청역
33702,8호선,몽촌토성(평화의문)역
33703,8호선,몽촌토성(평화의문)역
33704,8호선,잠실(송파구청)역
33705,8호선,잠실(송파구청)역
33706,8호선,석촌역
33707,8호선,석촌역
33708,8호선,송파역
33709,8호선,송파역
33710,8호선,가락시장역
33711,8호선,가락시장역
33712,8호선,문정역
33713,8호선,문정역
33714,8호선,장지역
33715,8호선,장지역
33716,8호선,복정역
33717,8호선,복정역
33718,8호선,산성역
33719,8호선,산성역
33720,8호선,남한산성입구(성남법원.검찰청)역
33721,8호선,남한산성입구(성남법원.검찰청)역
33722,8호선,단대오거리역
33723,8호선,단대오거리역
33724,8호선,신흥역
33725,8호선,신흥역
33726,8호선,수진역
33727,8호선,수진역
33728,8호선,모란역
33729,8호선,모란역
33730,8호선,남위례역
33731,8호선,남위례역
33732,1호선,서울역
33733,1호선,서울역
33734,1호선,시청역
33735,1호선,시청역
33736,1호선,종각역
33737,1호선,종각역
33738,1호선,종로3가역
33739,1호선,종로3가역
33740,1호선,종로5가역
33741,1호선,종로5가역
33742,1호선,동대문역
33743,1호선,동대문역
33744,1호선,신설동역
33745,1호선,신설동역
33746,1호선,제기동역
33747,1호선,제기동역
33748,1호선,청량리(서울시립대입구)역
33749,1호선,청량리(서울시립대입구)역
33750,1호선,동묘앞역
33751,1호선,동묘앞역
33752,2호선,시청역
33753,2호선,시청역
33754,2호선,을지로입구역
33755,2호선,을지로입구역
33756,2호선,을지로3가역
33757,2호선,을지로3가역
33758,2호선,을지로4가역
33759,2호선,을지로4가역
33760,2호선,동대문역사문화공원(DDP)역
33761,2호선,동대문역사문화공원(DDP)역
33762,2호선,신당역
33763,2호선,신당역
33764,2호선,상왕십리역
33765,2호선,상왕십리역
33766,2호선,왕십리(성동구청)역
33767,2호선,왕십리(성동구청)역
33768,2호선,한양대역
33769,2호선,한양대역
33770,2호선,뚝섬역
33771,2호선,뚝섬역
33772,2호선,성수역
33773,2호선,성수역
33774,2호선,건대입구역
33775,2호선,건대입구역
33776,2호선,구의(광진구청)역
33777,2호선,구의(광진구청)역
33778,2호선,강변(동서울터미널)역
33779,2호선,강변(동서울터미널)역
33780,2호선,잠실나루역
33781,2호선,잠실나루역
33782,2호선,잠실(송파구청)역
33783,2호선,잠실(송파구청)역
33784,2호선,잠실새내역
33785,2호선,잠실새내역
33786,2호선,종합운동장역
33787,2호선,종합운동장역
33788,2호선,삼성(무역센터)역
33789,2호선,삼성(무역센터)역
33790,2호선,선릉역
33791,2호선,선릉역
33792,2호선,역삼역
33793,2호선,역삼역
33794,2호선,강남역
33795,2호선,강남역
33796,2호선,교대(법원.검찰청)역
33797,2호선,교대(법원.검찰청)역
33798,2호선,서초역
33799,2호선,서초역
33800,2호선,방배역
33801,2호선,방배역
33802,2호선,사당역
33803,2호선,사당역
33804,2호선,낙성대(강감찬)역
33805,2호선,낙성대(강감찬)역
33806,2호선,서울대입구(관악구청)역
33807,2호선,서울대입구(관악구청)역
33808,2호선,봉천역
33809,2호선,봉천역
33810,2호선,신림역
33811,2호선,신림역
33812,2호선,신대방역
33813,2호선,신대방역
33814,2호선,구로디지털단지역
33815,2호선,구로디지털단지역
33816,2호선,대림(구로구청)역
33817,2호선,대림(구로구청)역
33818,2호선,신도림역
33819,2호선,신도림역
33820,2호선,문래역
33821,2호선,문래역
33822,2호선,영등포구청역
33823,2호선,영등포구청역
33824,2호선,당산역
33825,2호선,당산역
33826,2호선,합정역
33827,2호선,합정역
33828,2호선,홍대입구역
33829,2호선,홍대입구역
33830,2호선,신촌역
33831,2호선,신촌역
33832,2호선,이대역
33833,2호선,이대역
33834,2호선,아현역
33835,2호선,아현역
33836,2호선,충정로(경기대입구)역
33837,2호선,충정로(경기대입구)역
33838,2호선,용답역
33839,2호선,용답역
33840,2호선,신답역
33841,2호선,신답역
33842,2호선,신설동역
33843,2호선,신설동역
33844,2호선,도림천역
33845,2호선,도림천역
33846,2호선,양천구청역
33847,2호선,양천구청역
33848,2호선,신정네거리역
33849,2호선,신정네거리역
33850,2호선,용두(동대문구청)역
33851,2호선,용두(동대문구청)역
33852,3호선,지축역
33853,3호선,지축역
33854,3호선,구파발역
33855,3호선,구파발역
33856,3호선,연신내역
33857,3호선,연신내역
33858,3호선,불광역
33859,3호선,불광역
33860,3호선,녹번역
33861,3호선,녹번역
33862,3호선,홍제역
33863,3호선,홍제역
33864,3호선,무악재역
33865,3호선,무악재역
33866,3호선,독립문역
33867,3호선,독립문역
33868,3호선,경복궁(정부서울청사)역
33869,3호선,경복궁(정부서울청사)역
33870,3호선,안국역
33871,3호선,안국역
33872,3호선,종로3가역
33873,3호선,종로3가역
33874,3호선,을지로3가역
33875,3호선,을지로3가역
33876,3호선,동대입구역
33877,3호선,동대입구역
33878,3호선,약수역
33879,3호선,약수역
33880,3호선,금호역
33881,3호선,금호역
33882,3호선,옥수역
33883,3호선,옥수역
33884,3호선,압구정역
33885,3호선,압구정역
33886,3호선,신사역
33887,3호선,신사역
